company,ltp,market cap(in cr),listing open,listing close,issue type,listing date,issue size (in Cr),issue price (in rupee),qib subscription,hni subscription,retail subscription,total subscription,listing gain %,current gain %,lot size,sector,industry,minimum_investment_rupee,subscription_status,min_price_range,max_price_range,no_of_share,change_in_cffoa,change_in_ebitda,change_in_eps,change_in_net_profit,change_in_npm_percent,change_in_roce_percent,change_in_roe_percent,change_in_debt_to_equity_ratio,CAGR
Cello World,77.75148288091334,-712.7244025524183,81.09129963719889,181.18675311044206,SME,2019-09-06,4853.94809806344,112.5600891504117,12.7791372065206,211.97930503561912,30.478668405293565,16.552965758781998,2.173843973704919,89.05502176688398,8211,BANKING AND FINANCE,AUTO PARTS & EQUIPMENT,30276,Oversubscribed,43.02943865255399,1222.012216389401,74.35385851819268,-1288.6391840659353,29483.645183829944,-4304.261591888696,-639.8714961898069,44261.075314909205,25.608668086296383,507.98026705275913,-81.8756162203596,134.85652916450542
GKP Printing,-80.65881873141119,665.1919294040686,183.39339175647817,138.03937948740514,SME,2021-08-16,1272.6749952833572,393.0690042283984,43.30815966790902,-12.262495988347311,0.5685982062268398,10.35572254660303,-7.678402333234747,619.6250665602172,366,FOOD BEVERAGES & TOBACCO,PHARMACEUTICALS,126910,Oversubscribed,59.8865150571756,584.3456818306686,52.394891986731295,415.0959652902872,19536.879232007814,-9963.179323269409,-447.87995527622536,27871.984091242146,53.753880559763715,537.9393912706107,-76.99552774318198,-20.652030052520104
Nirman Agri Genetics,15.379810390933358,-1034.8798108937553,139.43486587278804,180.0947015745096,SME,2022-09-16,74.48843979390902,152.95685590200657,41.21589215706712,-25.028139659795755,538.8878398411177,24.65812943686286,-45.583492872335796,985.0805216577688,715,CHEMICALS & PETROCHEMICALS,PHARMACEUTICALS,37527,Oversubscribed,113.07000620581775,11.495891620236705,-17.024108066360313,-291.58776071381027,27812.54517250909,-73528.69606208125,15.315504096172525,38425.37251157893,391.5745864721673,1288.5162633767047,1.9421471693654837,51.51980632711607
Kahan Packaging,1245.818816824738,27905.55372263336,493.4977513118877,69.39213492884504,SME,2022-07-08,591.4704018966839,483.7421299298383,21.540059649465505,1.69026533574924,-2.833211089125225,15.508176061398512,56.51611085215004,40.79476297707832,3111,ABS LTD.,COMMODITY TRADING & DISTRIBUTION,123592,Oversubscribed,149.78796922144636,370.07225180373354,101.3418869553068,19.769474710481788,17028.10051820952,12692.629189415575,-777.3719231800735,21566.791985109106,379.08783393777543,147.79072747161416,-49.14161576142306,130.75252711717872
Nanavati Ventures,210.56427255483936,-2484.326373030376,33.662443820379075,934.449399245741,MainBoard,2021-07-29,3683.2238901109376,152.76653637625526,2.845971831018571,-10.362891885793008,-10.6702835142813,107.0620495788013,-17.92675931075625,261.1564319183008,1236,FOOD BEVERAGES & TOBACCO,OTHER FOOD & BEVERAGES,141714,Oversubscribed,616.3995331114841,585.1194101134582,28.564257198574467,176.86370597412912,21041.831376652888,-33735.532621404556,-1868.9414846745597,24720.772428817643,317.93525930892565,821.6001384020274,-9.793092523600844,11.765051423353318
Blue Jet Healthcare,588.3196746525555,765.8689928124306,25.141095102114896,762.6276427391704,MainBoard,2023-10-06,-134.2722438789106,383.6843155610143,127.36096626660931,-2.565519271765276,0.6591159782261684,74.79704304868352,-1.9729797577833565,278.37630833829934,-454,RETAILING,CONSTRUCTION & ENGINEERING,27178,Oversubscribed,41.32613479941787,334.0885221672444,321.6722481207604,-454.675574408899,27273.52628395683,8661.781697402062,-20.38169473108013,16955.422699693623,1585.8578325837593,350.6387827911459,-327.8581247988087,-54.669281486540854
Avalon Technologies,147.87803133620355,-1116.0519215914283,145.16018086332537,72.85358605272963,SME,2023-07-21,147.58871548130736,84.85929501827151,135.1786256060649,55.49947680246922,4.185279591104049,10.426470961863707,0.41977890252975136,996.3185432996637,3585,CHEMICALS & PETROCHEMICALS,CONSUMER ELECTRONICS,131715,Oversubscribed,470.3492105712353,86.15461046509984,45.81932314985219,-139.28680902402132,50650.172007469315,-56348.80249471155,-544.8149046979315,47298.18721661383,71.682682996973,1121.2162954403507,106.75805523297456,32.13088881528609
Maiden Forgings,616.4252087735136,-355.95053990925044,33.41398931924245,1407.4228869738286,SME,2021-03-15,73.3008105593324,839.6479501436138,44.85366694814178,-10.754423575857533,38.62570117366466,374.5516550031306,26.558261612290348,119.43145046069671,-106,BANKING AND FINANCE,MISC. COMMERCIAL SERVICES,133734,Oversubscribed,85.8310315482376,514.8124743848724,19.41088442667588,-211.91400650247436,32303.812542788266,-44536.37713545732,12.373253599661368,40966.879520178634,-200.1961412824871,1241.1181582937597,69.42826479046278,-13.18214765684142
eMudhra,119.33854309088784,-1863.6531980622465,36.36183207026893,1159.0124050520558,SME,2022-06-10,156.9709168346493,79.6297623392666,41.85107558471509,-13.876854864135115,-15.649227877457276,45.966325790959075,-10.176847570653315,832.0914086172792,11134,FMCG,SPECIAL CONSUMER SERVICES,34150,Oversubscribed,11.035371869313309,542.943146129218,-39.299288255196,314.7078529379551,34728.41875141866,-42997.308177417974,-800.5802385229724,49739.36648463258,126.57375921325917,967.2273045056766,128.50627719607962,31.50156003754075
Karnika Industries,77.29829496686142,1504.7846726358052,80.40870390184335,98.15890746837857,SME,2022-12-02,-13.283165161066815,102.53961052870707,35.54776665692848,-5.581468941819563,78.81427290880633,29.048020914206322,-7.316172305382571,118.43759223505896,1263,CEMENT AND CONSTRUCTION,DIVERSIFIED,25852,Oversubscribed,80.10945564597824,125.89386559146664,49.77903321945432,-168.25185770074933,40501.34413045415,-49372.41686344546,-416.8237416379389,43707.546311507926,-130.07459274436326,617.7691598906293,74.25514531474002,-48.99406789762048
Sterling and Wilson,-202.35931860226816,3645.1499909323247,48.83609519478419,1037.6868399673267,SME,2021-12-29,175.73089236524163,168.14563941322592,36.151020136120465,-22.529745942545514,-18.169557483325214,150.86002639183226,29.407366280383492,255.37243192141648,-157,COMMERCIAL SERVICES & SUPPLIES,OTHER AGRICULTURAL PRODUCTS,29701,Oversubscribed,41.652250577782354,96.14063697102006,-34.02411579834628,75.34148705586162,46034.04846932925,-17871.807723695885,-459.65329416789393,54058.0901974733,158.80624789859183,1056.3793989589265,47.17607950083406,-20.561439149861535
ideaForge Technology,-18.329359976795274,22969.95056044087,115.91333486265108,209.07105760245236,SME,2023-10-03,1189.3556200122066,188.30921238980582,175.21841705509138,70.38452204762471,-13.956608069356284,23.368228594315053,-8.67482493723937,361.6695241520147,280,FOOD BEVERAGES & TOBACCO,SPECIALTY RETAIL,156004,Oversubscribed,269.65127404155805,137.57573610211315,92.47284071276697,-512.5085812132855,20426.642559659074,-54159.950285048355,-621.623782010111,43474.52345248795,286.60198144401045,16.332916866636175,99.81761644587121,26.25751327175456
Timescan Logistics,-211.5358587606197,5100.3547840598385,29.470451458328874,262.01631084414424,SME,2021-06-28,208.12255126111054,471.16397215087,4.83848175611814,-20.442496136849375,-10.158057113235108,36.97567291726757,-40.15678290467547,931.4555003108707,258,MEDIA,SUGAR,162919,Oversubscribed,98.74432830047121,981.8484136239431,9.08941549473175,-272.18079192055086,54995.277989226015,-53449.74977966271,-880.8717245580089,56840.03362771028,-113.48126680086082,919.5411154353845,3.1979948787427688,-63.371595885699335
Kundan Edifice,72.48276772883422,315.9256532165299,32.09057547417888,147.75245276415882,SME,2023-10-04,118.09332983713087,715.3133031654638,15.3976683149982,-56.424200846233134,-16.812117165417575,22.16854190802592,25.084349472742566,248.70347874752431,3282,GENERAL INDUSTRIALS,EDIBLE OILS,24700,Oversubscribed,261.12110056096276,105.68923531943194,89.22953653580979,-538.6098539768719,39558.14663404143,-46356.49311129314,-104.30663478479421,59422.81959412997,130.29262241114554,1041.8728876197529,-34.26215010645978,20.701194729442456
Dipna Pharmachem,-121.3272562752155,-1288.0867291046932,20.202535733709183,215.35795372003213,MainBoard,2022-03-30,1349.2630581682843,157.43249042595394,34.354312095002655,17.636194553955136,-23.327795214332276,137.50125886206462,-6.69164800003564,578.8193062837668,1469,UTILITIES,PERSONAL PRODUCTS,130730,Oversubscribed,163.9441895227754,147.88427901345503,118.87009227873048,-160.45992071803454,49633.44891231592,-19977.39239984027,-357.1552709407393,65279.807693445284,-243.77977021349386,1299.4932958876698,25.733271187377085,40.23849405707652
Drone Destination,-333.1519260928924,3095.8442827075805,-34.635285548612956,159.02068822176977,SME,2022-09-13,206.28861188092114,48.039766168495845,37.36352871168044,-28.207715704189983,10.328173056275283,122.80213111589094,3.0815863240315395,320.3529921279908,676,COMMERCIAL SERVICES & SUPPLIES,OTHER FOOD & BEVERAGES,148244,Oversubscribed,140.21742248461518,196.59289848407082,21.15350148256988,-78.64605649927353,25493.78972500247,-24750.642952649374,-389.5625776946168,49004.40114519674,214.33666615290764,292.4036136586975,-35.04066811725437,-21.32707510082161
DOMS Industries,-158.2371802511733,1360.9580578022362,88.38721067052357,193.27981213170943,MainBoard,2019-02-07,81.94911066372757,153.90159275701927,36.1304330519729,-34.78626605096076,-2.830723895076545,149.44840478914054,-5.779571665410792,319.5695724561704,2353,BANKING AND FINANCE,PHARMACEUTICALS,114250,Oversubscribed,58.54526733004719,-23.105555687978494,-15.27286062594581,451.1132956919288,31061.57307091034,-45549.44941609538,-553.3121524320027,57477.72987188647,313.36763558970557,616.3103616922886,132.34632975030485,-44.992124870388935
Pentagon Rubber,-195.84943351538988,2586.0790468604055,132.5960412165951,226.98320437518544,MainBoard,2023-09-11,146.95001945060383,144.08486895823583,76.25348435938503,-27.900124389980835,-20.154437163073986,162.09290550335533,8.031063305567388,303.08734099896117,516,DIVERSIFIED CONSUMER SERVICES,AUTO PARTS & EQUIPMENT,130731,Oversubscribed,89.47909879414294,-24.876077090582548,4.154919097455409,273.91438794233136,28022.9233891255,-47567.52841774709,-951.059323092511,51425.56356225755,404.67308260641187,707.7777855413791,108.6067795585906,-37.2873073892085
Updater Services,72.03541425698519,25586.649718220055,118.09202546746695,254.07115920917556,SME,2019-09-06,68.2048378260988,178.41179467857415,40.17648828336104,-2.4475464224425023,-11.41276098578201,34.39069087462337,-3.575188674136485,783.4915635585411,123,DIVERSIFIED CONSUMER SERVICES,SPECIAL CONSUMER SERVICES,134550,Oversubscribed,16.22789664354842,-6.116883223091115,-70.16017242550387,211.6255319108984,56137.943275482416,-20886.18356609216,-475.72277912127333,57385.8406531586,91.25884071947618,1088.0643745682564,125.48475075023694,-16.991672686595784
Advait Infratech,74.52916582161033,905.1791417451542,109.01291600346521,368.36990641794665,MainBoard,2021-06-30,-11.793797187200031,933.735193438549,43.3927786270061,67.63717811295078,-15.143598939178007,276.6651802748539,4.690193604721845,277.42141748956186,1439,COMMERCIAL SERVICES & SUPPLIES,TRAVEL SUPPORT SERVICES,134189,Oversubscribed,49.151666262805236,248.37580933798597,45.01904535336017,-500.6121905534744,24182.250106157826,-13367.459642985294,-690.5312583168164,35052.78356769593,-169.6365639434606,1345.7053399638464,28.672883742633886,38.95962761462242
DU Digital Global,77.22172188637968,4194.7735825713935,-7.4272154508553,213.29179294980776,SME,2022-04-19,-18.789235169926226,110.46133875649767,90.55333001104313,-1.7508849157262043,73.27384794188995,31.229309625717637,25.11573728232785,254.38815302261509,614,TRANSPORTATION,WAREHOUSING & LOGISTICS,136401,Oversubscribed,782.5483893910716,96.70649469131672,82.32523345872735,-184.51926828952432,35517.89376471986,-46654.79046666946,-559.0098173255416,22345.805063648964,11.088545713207878,260.81919745501335,114.43900376160718,-38.71723518201359
Vishnusurya Projects,1253.6397440580615,-277.21139903133985,91.27142943000703,1084.3867493792588,SME,2022-06-27,219.650855006715,116.51080522885017,39.461502963016656,-5.640555913692446,-25.121106469732588,27.21344774108281,-7.1925566519844,309.8634697911582,1820,HEALTHCARE EQUIPMENT & SUPPLIES,HEALTHCARE SUPPLIES,127010,Oversubscribed,43.835826710341586,121.45839353142208,36.64195559676984,117.11581652160703,62462.76011267529,-38208.92250699417,-532.6513545604255,65246.77710666994,-20.215377985792408,536.9268343160704,-10.684903526925904,-42.54289958552601
Mahip Industries,-229.21904454849226,-1418.4539912012203,76.31797264415172,186.982590851104,MainBoard,2019-05-13,217.77492548354843,141.40833614884895,-2.5187159962823262,-36.94425188056883,-25.860247832252057,32.21152670326829,6.048426890876456,134.03726841333528,24,COMMERCIAL SERVICES & SUPPLIES,COMPUTER HARDWARE,36070,Oversubscribed,116.37972928395196,90.4144453873574,20.866500627079457,77.98698080494846,33594.802137805644,-48725.2827708071,-2173.6591378932008,48961.54300810169,119.53485490942455,779.7864196815016,17.555281308012972,-12.58172469674829
Yasons Chemex Care,-97.95908710104563,11898.141657912034,35.956185714250026,793.6401236186114,SME,2023-07-26,128.25398155297452,709.4304084052316,-4.655352371730716,15.171304999535167,-7.5881052619660085,29.954822956499928,-5.0142100625365025,4247.252928777777,473,BANKING AND FINANCE,PHARMACEUTICALS,26265,Oversubscribed,39.806090274069035,94.02852452269255,95.66523186261989,255.74549152743182,3262.2833559253177,-20877.399242401945,22.011893117541355,5693.160761372107,11.208670792405805,1228.190661719827,-81.70079103071842,-35.40341447936119
Cello World,7.411095130937426,1194.6186438607547,144.4943802810169,1655.3103182201867,MainBoard,2023-12-18,2.172661279856115,718.7011349557987,33.552888995692086,-4.413964783410553,14.015236362303988,142.2825566773389,-1.5238312701235,439.03301931555404,1838,AUTOMOBILES & AUTO COMPONENTS,ADVERTISING & MEDIA,132014,Oversubscribed,804.5620538840983,1004.7502011298313,55.42340456093175,-4640.930745418069,14797.709945003975,3456.7644362215924,-649.152253704302,-17739.470621178803,193.82266738431824,494.9763680665294,31.5928834840445,-27.856461592699574
Newjaisa Tech,-27.918166040265973,206.77792749670084,107.83005223522699,230.30697490700754,SME,2020-07-23,163.9021476813762,74.37225072624713,60.89459827266358,76.19885941315351,0.2485667794308295,29.211874538683944,17.126399618352927,1009.3985453895292,1434,TRANSPORTATION,AGROCHEMICALS,141751,Oversubscribed,121.91426176177336,187.1275219483952,83.8755523834729,87.77742637356435,55704.0541746411,-49805.15390330569,-378.18389721472204,38552.796742364175,213.25468259956284,1168.1685855793778,-25.40876927758275,-39.61157167986014
Presstonic Engg,-122.01654692889305,850.0203232385577,159.02645680902384,692.1829165703175,SME,2023-10-11,73.93122264233743,331.4580154494678,32.345804293584244,-29.939635906958156,388.2137103756732,29.353168739652823,-12.281766971952205,622.6263610110573,1447,CHEMICALS & PETROCHEMICALS,PERSONAL PRODUCTS,142355,Oversubscribed,113.97452393245905,91.6235238733565,83.77042624271793,627.3258764462615,28846.92527159267,-73842.41090666955,-374.3964922347557,42627.30884434618,69.45309846418564,956.3007648474759,82.10844807544879,-42.81167873854688
Tega Industries,56.732247422653174,-49.2672882895389,126.33001809917155,155.44242449415884,SME,2022-10-13,1466.1616692563898,108.63401830093983,7.52380844178052,223.433437840403,5.890132009975789,24.598732370067026,33.48109283814978,188.77264657745224,498,GENERAL INDUSTRIALS,BREWERIES & DISTILLERIES,136474,Oversubscribed,90.41682558756553,141.01471687801322,56.50971633748861,10.816375646537097,44593.38388118253,-42772.368396002865,-578.7837547504711,51737.07232692189,197.9762175759313,572.2913463122928,41.82485519203676,-21.00993042892992
Vedant Fashions,38.8564267899624,27547.72622350764,4.518611085515275,1707.0728030527866,MainBoard,2021-02-02,553.2058179333128,721.1340094530019,124.53247331304846,1.7931267203979218,2.369678521788053,65.25632217838864,-11.02489635545313,82.28592721788885,69,TEXTILES APPARELS & ACCESSORIES,INDUSTRIAL MACHINERY,153071,Oversubscribed,348.62735402267833,145.9033798160675,42.21187518989076,-519.3064149796155,6768.1246648134465,-46727.647472799115,242.15523024261495,47796.72089595136,123.96789672285013,537.6052668959404,-44.39048161764936,51.35642205972433
Anmol,-160.60854723841595,2889.6767171790216,386.81420386168907,384.70238844856544,SME,2022-12-08,78.6020242456524,77.4573950589693,40.33940432732605,-8.597557974255437,-17.88671930039164,18.773961675525538,-13.859173303548577,127.47861241815752,356,COMMERCIAL SERVICES & SUPPLIES,OIL MARKETING & DISTRIBUTION,123529,Oversubscribed,77.67287613910841,89.51015657801274,59.69135156564721,-163.94469251382688,35782.67581370676,-27351.429116496147,291.870851690648,64048.11278843991,-193.84031413140426,1208.1682088327223,35.25420673567579,99.07457424301035
Wherrelz IT Solutions,-183.30131976490708,1764.9424654914435,55.64364823401577,138.46601708029314,SME,2023-08-23,-1.843253178302266,153.13358315460732,36.84181988400384,48.05820922928492,-14.956685609549284,26.55654524635769,4.285078257785322,364.72931568838436,2477,FMCG,REALTY,138835,Oversubscribed,29.313718600685917,669.4043676627625,-18.979715749306365,238.16842901921942,35044.98768181238,-30938.25433106231,-443.1016776215131,45556.91133408237,245.20422300823267,1229.047050817366,63.195554374525905,-35.07313195872739
Patron Exim,121.18108970317928,-2704.1726414127706,45.30414824849322,250.8213570661552,SME,2021-08-16,120.1618886178984,136.3032279423793,38.65751908830911,-67.59698640342589,-20.66629992444011,20.98628955030215,-17.549276777494697,289.4221920903651,897,DIVERSIFIED,CONSTRUCTION & ENGINEERING,20367,Oversubscribed,76.40919899231154,15.774666673789142,12.149596643610597,-379.36930348914353,52017.488958667134,-7966.930854856297,-692.1692120120215,48843.03731401526,12.902008018074486,989.3405214837862,47.75250448160482,-17.1414970834617
Modis Navnirman,-84.09579355976636,966.6670612745804,1013.5487401805566,192.46018793755763,SME,2020-02-07,149.2341387958674,119.62504247565703,36.23166886852967,-22.20767243588226,-44.16542610645218,16.817996002983435,29.826284137371417,183.69567694696337,14,TRANSPORTATION,AEROSPACE & DEFENCE,98647,Oversubscribed,40.90635800357951,93.56846537193145,-41.63216346628598,-291.22650343226087,52889.84397258441,-46779.02370141863,-466.22381644839663,40416.536702275065,39.53609587317456,1131.9139594282356,76.83707193671299,7.802763435199904
Vijaya Diagnostic Centre,32.34280812243722,2447.7917353373673,747.7190156947609,170.0582997589239,MainBoard,2022-02-01,126.43459010367704,1243.3086741730178,6.9059993604417205,-20.389736427053492,7.494862158421141,16.979296290423573,92.03791158434576,203.17463092825986,2448,SOFTWARE & SERVICES,IT CONSULTING & SOFTWARE,152158,Oversubscribed,128.70698624197996,0.05497015648373349,60.11278895918326,-522.278611441025,42866.415275051186,-35964.76140246558,-264.4532884216977,53158.797456938904,-43.959683943502135,2.2684311390905236,55.95111532550164,-33.776163913468686
Dodla Dairy,-68.89815528430792,-172.2521569271039,338.9754025493353,440.1098268564076,SME,2022-10-10,-79.10321403585846,325.5502939164908,18.821908805825167,107.70499640987298,6.883905901453032,132.31060489404283,-8.564017775198629,185.5095059250519,726,PHARMACEUTICALS & BIOTECHNOLOGY,FINANCE (INCLUDING NBFCS),134272,Oversubscribed,24.737042473562127,107.06180770805524,41.5426856146097,208.86114923206173,48681.36245256013,-60274.25029576145,-696.5097929796584,51280.84952137704,329.166757142451,723.2350403521124,138.6364783984934,1.2928125351056652
Keystone Realtors,-96.52469858823117,846.6814120902496,22.26981848997947,181.59739293733298,SME,2022-05-10,272.5385285647593,147.88943116478106,42.012430375546,-21.683364122664006,22.241478158382943,28.254011895930113,3.619052702789592,195.47740263871356,433,PHARMACEUTICALS & BIOTECHNOLOGY,IT CONSULTING & SOFTWARE,33803,Oversubscribed,18.45662400352966,121.25258941087,0.9459707733547376,115.49163713955282,14567.009860703607,-41289.94574739425,194.3125915341798,31815.94838757325,-197.80747474879536,271.25369231535825,-11.8987548415279,-53.21694101896234
Cool Caps Industries,-74.28177051386588,3301.0077168396638,421.0377423662163,509.5051568081881,SME,2022-09-13,127.07781797184546,160.18356835840086,41.616329886941955,-14.291397865387552,-4.055787966104978,21.779966992947035,101.80286219474787,785.899232739049,3566,TEXTILES APPARELS & ACCESSORIES,MISC. COMMERCIAL SERVICES,111154,Oversubscribed,106.99839102430951,65.07027674363928,-44.124178201646764,-280.99546273407833,47288.17259471181,-16817.967401945574,-161.5692254638608,42728.441247494615,345.644276717602,473.6192176135811,90.59179230147944,-48.106780121824116
Likhitha Infra,80.87063810158259,2678.373803177071,625.579669853817,486.38338877077683,SME,2023-01-04,72.1223339618529,87.1385377798523,36.1873484949444,532.3485262207848,-25.05657373041148,69.2492983627793,-4.537513287720579,171.71743400223997,2359,AUTOMOBILES & AUTO COMPONENTS,SPECIALTY CHEMICALS,23693,Oversubscribed,225.80259093887668,59.38800782753951,108.36579423975877,-474.21192116577276,43350.7360098081,-30810.840565321858,-227.2774620507617,50173.332369939446,228.41359795056604,1240.49500259867,64.2647937212869,-42.7899491639227
Venus Pipes & Tubes,-146.24861811665545,-640.3495305302179,136.66030060183488,1871.147474446117,SME,2023-12-26,673.5313429058971,114.02421797302534,16.718312696303137,-12.119659866031398,-23.373436428810898,93.64809255404774,-2.9953300696259504,249.82731408773935,2977,TELECOM SERVICES,IT CONSULTING & SOFTWARE,124810,Oversubscribed,255.618493917471,22.867817220339987,73.61770544329379,279.8365836655106,47908.00438922183,-70332.8399941072,-621.5959964113681,46870.037163350804,146.24908077563921,1279.6944136056745,-60.9048398724659,4.148766564740377
Womancart,134.0552430072847,4131.252238879095,496.44100924551196,150.9221429237504,SME,2023-02-21,118.79228988659378,193.86279271469576,10.044939376364557,23.562847110482615,-0.6608512561266267,140.58137228253906,-13.147468762840102,147.8927037195488,731,FMCG,REALTY,161874,Oversubscribed,81.7076438893919,167.9511160130785,9.09022803323493,-127.49423389774844,34979.94949160256,-41400.394114166666,-795.6254341079929,46857.06053013016,199.35026317153213,555.0502633260443,57.46753209933177,-67.86124608070996
Shree OSFM E-Mobility,101.20405135057041,-344.36291976402026,703.4971121630322,785.000918081374,SME,2022-04-12,-71.58798319212663,414.3320113491956,6.726532628574354,24.57793612075839,-13.399057213134666,257.2399786390789,10.004938131476727,118.77258656867554,936,MEDIA,HEALTHCARE FACILITIES,6281,Undersubscribed,1025.426433940264,1909.5363812284427,94.54651614134264,-3037.985151447974,11912.992649982496,952.6826829644056,-144.7699826323872,47232.260539976436,159.29586198097672,298.67832163104674,-42.262119024398615,60.21993924914325
Sapphire Foods,-50.44041184271305,1544.4060415899105,6.672677780560704,1003.5290866720477,MainBoard,2020-04-16,-70.87545902868106,39.189705075673466,32.0426990783381,-9.09748019837729,-4.454186278029795,22.547588117230642,-6.074263764559921,366.92593751056484,-432,AUTOMOBILES & AUTO COMPONENTS,CONSTRUCTION & ENGINEERING,153830,Oversubscribed,29.799587033395692,544.9383528238884,21.642844852297646,-347.2126403181196,52247.132680024006,-55649.31157390672,-276.33817399615015,47947.33888754305,179.96490436590145,1034.4028821431784,80.764240570851,-56.51960044802917
AB Infrabuild,-82.0286151431264,-2789.5231764585233,198.43609399963412,171.3583751256975,SME,2021-02-18,131.34576225003426,286.079080291913,-3.3484268927719967,27.044090832582953,-13.063180852474284,126.82858727656381,-11.55563176190757,211.69624553704452,10845,PHARMACEUTICALS & BIOTECHNOLOGY,WIRES & CABLES,26509,Oversubscribed,85.22211739584857,161.05075097038147,33.707363919753476,-517.6877848974711,42733.03063055366,-62140.777894133535,-541.9136618493004,56847.99213471766,171.56132958888932,383.9416848716696,16.259283832813992,51.909870682161944
Crop Life Science,-15.288248728673778,1585.570465217333,-45.88619391648329,948.8222844159923,SME,2022-11-21,92.21001750907732,119.2915100691799,34.34382367651203,-37.59087311894785,32.43730911772404,754.9123949708032,0.2991296067218632,379.7285790399899,708,COMMERCIAL SERVICES & SUPPLIES,OTHER AGRICULTURAL PRODUCTS,138952,Oversubscribed,41.05948495173864,44.19669371513181,-68.72719949430973,-29.078209893020436,45047.035867156716,1305.470536889202,-289.79559214707433,34021.1899238132,185.3957981259611,465.01383344961675,27.954876187996852,-47.630068450359424
Samhi Hotels,5.170628868265027,3657.5981364626723,86.27753961243417,1031.7443049524416,MainBoard,2019-10-04,155.75744147393058,96.59572194571263,33.147651733490235,-22.470273871226226,-0.3825127803226094,113.42982785408053,-9.779538996070873,965.7770018289433,8,METALS & MINING,IT SOFTWARE PRODUCTS,106897,Oversubscribed,117.22768472381482,56.64141623470789,1052.8078233775432,-132.0083044104245,17377.529637142383,-28252.03792396295,-473.34891134719453,41372.10016863721,462.3376732887806,1147.5002410034433,65.02432654145682,-9.83793392313273
Bonlon Industries,-55.55818722355248,6003.816199537551,15.590053812644108,53.15089337775712,MainBoard,2023-12-01,91.96995048401772,138.33444172907656,36.18951055031021,-29.256485060568007,-4.931134561960663,26.87346195995292,-28.340505687482164,877.9347962979854,405,FOOD BEVERAGES & TOBACCO,TEXTILES,146369,Oversubscribed,59.268554973856965,61.05696975693653,102.47192591493209,93.85113344681434,62988.764974813574,-44764.9287063032,155.6812279666639,44554.02814336347,246.7022191882469,1236.656787922134,-21.206917881206707,-8.41627586574066
HMA Agro Industries,-43.14741729042646,-567.2797505790304,77.44429034478966,2297.3109444077463,SME,2020-03-16,75.58488804004664,331.461156461339,4.806278590291972,142.97787087714022,-26.404110885464057,144.80405851764885,-45.339506052698596,93.8175631793425,-186,SOFTWARE & SERVICES,DEPARTMENT STORES,130533,Oversubscribed,79.92485224014564,80.48864923574581,52.11633426875995,-205.3107595566816,59317.95622209608,-39369.739308377495,-297.6441049559993,55947.45645719143,125.31567174158852,1277.6831307594525,57.430915802828075,-22.019010302638208
Data Patterns,104.05320052805665,180.67352104791422,154.38586321467676,171.99543891065056,SME,2019-08-08,203.16061834869166,120.74040760472708,40.73617879689845,-24.84530494981157,-15.628917270936475,31.982457064341467,-6.384715117470343,154.17291529964905,397,CEMENT AND CONSTRUCTION,AEROSPACE & DEFENCE,30267,Oversubscribed,124.86516062302158,55.31430499638264,119.50411743455797,-144.62361574172155,54430.85619567845,-32352.438032664206,-531.037106832402,41210.323571066656,-236.9628758905705,488.04416357521245,78.91716355027833,-12.0442668134766
Udayshivakumar Infra,51.79793625854847,-242.36224163363204,-6.752337702051506,237.89123992530386,SME,2023-10-12,850.1993534315745,192.9145810049185,39.689325584007605,249.40949891580703,18.612826756197336,2.704869164201155,5.7067614010452425,236.64614809545031,2536,RETAILING,ASSET MANAGEMENT COS.,120545,Oversubscribed,66.7799458092904,250.06438301070574,51.38137957467021,1315.3373972442453,32400.74011714749,-14161.714471840376,1871.120169105492,39311.88572643803,54.69157406570389,305.0398289961636,9.049525496867485,1.8252837503891728
Saakshi Medtech,-67.01364490161056,-3010.854731332297,81.19343494198444,543.825671187405,SME,2023-01-04,174.6740846142501,130.3250193313738,20.212119849681763,-4.831684567446453,4.889669279444995,23.311852549937917,-14.822102701527097,263.20672676332674,-134,RETAILING,COMMODITY TRADING & DISTRIBUTION,147642,Oversubscribed,109.28987540162302,367.59553271879156,-65.8963153492318,-281.79973841090793,67534.61185769358,-59805.96523881703,-333.5010525993047,50437.33125943858,118.95223994983493,669.5971838871933,95.15807575711813,-4.374470577841987
Gretex Corporate,76.204485876884,13891.72948851551,60.618956355300774,61.013679764800656,SME,2022-09-22,2159.4142973824974,1146.5787629825777,183.6627027738849,-5.040114270129142,6.5594815576530445,14.862289245980602,15.284229518292811,1445.0403472263838,2161,METALS & MINING,INTERNET SOFTWARE & SERVICES,127686,Oversubscribed,18.65962658623205,885.2379282236591,733.7003178797418,345.7996504505877,21026.544915051618,-16043.94578154352,811.5071274435694,25629.500823493352,75.18813991217924,223.49182317423697,123.86795807330951,-10.732608351570564
Global Surfaces,20.711773901851018,2275.65290285297,591.1678712989893,809.2973759028661,MainBoard,2020-11-02,160.16283753370448,107.21386122067871,-1.8773494068422814,-16.449049386123637,191.97917157012597,104.18159850024279,-0.27492121043764683,360.4133764030007,4485,PHARMACEUTICALS & BIOTECHNOLOGY,FINANCE (INCLUDING NBFCS),135111,Oversubscribed,102.0031875474102,37.261126626635026,-14.270383303835729,46.59360026807978,40281.73471627972,-32873.92446555243,198.00665197127944,15638.525159572195,289.10898360570013,367.65686357212826,29.473642018818808,11.053696524630212
