,Company,Indicator,CAGR 3 Yrs,CAGR 5 Yrs,TTM,Mar '25,Mar '24,Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,Mar '18,Mar '17,Mar '16,Mar '15
1451,Pearl Green Clubs,Operating Profit Ann.,-,-,,-,-0.2,-0.1,0.4,0.1,0.1,,,,,
1452,Pearl Green Clubs,OPM Ann. %,-,-,,-,-2.23%,-1.26%,8.76%,2.48%,8.83%,-,,,,
1453,Pearl Green Clubs,Total Exp. Ann.,25%,76.6%,,8.6,8,9.7,4.4,3.7,0.5,,,,,
1454,Pearl Green Clubs,EBITDA Ann.,-,-,,-,0.1,0.3,0.4,0.1,0.1,,,,,
1455,Pearl Green Clubs,EBITDA Ann. margin %,-,-,,-,1.14%,2.58%,8.76%,2.48%,8.83%,-,,,,
1456,Pearl Green Clubs,Interest Ann.,-,-,,,,0,,,,,,,,
1457,Pearl Green Clubs,Depr.,-,-,,0,0,0,0,,,,,,,
1458,Pearl Green Clubs,PBT Ann.,-,-,,-0.2,0.1,0.2,0.4,0.1,0.1,,,,,
1459,Pearl Green Clubs,Tax Ann.,-,-,,0,0,0.1,0.1,0,0,,,,,
1460,Pearl Green Clubs,PAT Before ExtraOrdinary Items Ann.,-,-,,-0.2,0,0.2,0.3,0.1,0,,,,,
1461,Pearl Green Clubs,Net Profit Ann.,-,-,,-0.2,0,0.2,0.3,0.1,0,,,,,
1462,Pearl Green Clubs,NPM Ann. %,-,-,,-2.12%,0.52%,1.84%,6.61%,1.80%,6.43%,,,,,
1463,Pearl Green Clubs,EPS Adj. latest Ann.,-,-,,-0.7,0.2,0.7,1.2,0.3,0.1,,,,,
1464,Pearl Green Clubs,Annual Reports,,,,,,,,,,,,,,
1465,Modis Navnirman,Total Rev. Ann.,97.5%,32.1%,,88.6,57.9,44,11.5,13.2,22,,,,,
1466,Modis Navnirman,Operating Exp. Ann.,-,-,,-,48.8,34.5,9.6,12.7,19.8,,,,,
1467,Modis Navnirman,Operating Profit Ann.,-,-,,-,9,8.5,1.6,0.6,2.2,,,,,
1468,Modis Navnirman,OPM Ann. %,-,-,,-,15.53%,19.40%,14.11%,4.30%,9.93%,,,,,
1469,Modis Navnirman,Total Exp. Ann.,95.8%,29.2%,,72.1,48.8,36.3,9.6,12.7,20,,,,,
1470,Modis Navnirman,EBITDA Ann.,-,-,,-,9.1,9.4,1.9,0.6,2.2,,,,,
1471,Modis Navnirman,EBITDA Ann. margin %,-,-,,-,15.74%,21.42%,16.39%,4.34%,10.00%,,,,,
1472,Modis Navnirman,Interest Ann.,-,-7.8%,,0.2,0,1.7,0,0.1,0.3,,,,,
1473,Modis Navnirman,Depr.,-,-,,0,0,,,,,,,,,
1474,Modis Navnirman,PBT Ann.,105.5%,54.1%,,16.5,9.1,7.7,1.9,0.5,1.9,,,,,
1475,Modis Navnirman,Tax Ann.,103.3%,53.1%,,4.2,2.4,1.9,0.5,0.1,0.5,,,,,
1476,Modis Navnirman,PAT Before ExtraOrdinary Items Ann.,111.5%,54.4%,,12.3,6.7,5.8,1.3,0.4,1.4,,,,,
1477,Modis Navnirman,Net Profit Ann.,111.5%,54.4%,,12.3,6.7,5.8,1.3,0.4,1.4,,,,,
1478,Modis Navnirman,NPM Ann. %,6.3%,17.3%,,14.15%,11.58%,13.38%,11.79%,2.86%,6.37%,,,,,
1479,Modis Navnirman,EPS Adj. latest Ann.,108%,55.2%,,6.3,3.4,2.9,0.7,0.2,0.7,,,,,
1480,Modis Navnirman,Annual Reports,,,,,,,,,,,,,,
1481,Goel Food Products,Total Rev. Ann.,14.6%,9.7%,,25.6,25,23.8,17,7.5,16.1,13.9,9.4,9,7.7,
1482,Goel Food Products,Operating Exp. Ann.,-,-,,-,14.4,14.6,11.3,5.3,12.5,10.9,6.7,7,5.7,
1483,Goel Food Products,Operating Profit Ann.,-,-,,-,9.8,7.9,5.5,1.9,2.8,2.3,2.6,1.7,1.3,
1484,Goel Food Products,OPM Ann. %,-,-,,-,39.06%,33.33%,32.41%,24.77%,17.51%,16.75%,27.56%,18.35%,17.33%,
1485,Goel Food Products,Total Exp. Ann.,10.3%,4.3%,,18.8,18.2,18.3,14,7.4,15.2,13.1,8.6,8.8,7.3,
1486,Goel Food Products,EBITDA Ann.,-,-,,-,10.6,9.1,5.7,2.2,3.6,3,2.8,2,2,
1487,Goel Food Products,EBITDA Ann. margin %,-,-,,-,42.51%,38.49%,33.60%,29.26%,22.11%,21.31%,29.19%,22.48%,25.62%,
1488,Goel Food Products,Interest Ann.,13.7%,8%,,2.5,2.8,2.6,1.7,1.2,1.7,1.4,1.4,1.3,1.1,
1489,Goel Food Products,Depr.,0%,0%,,1,1.1,1.1,1,0.9,1,0.8,0.6,0.6,0.6,
1490,Goel Food Products,PBT Ann.,31.4%,49.8%,,6.8,6.8,5.5,3,0.1,0.9,0.8,0.8,0.2,0.3,
1491,Goel Food Products,Tax Ann.,34.4%,41.5%,,1.7,1.8,1.4,0.7,0.1,0.3,-0.7,0.2,0.2,0.3,
1492,Goel Food Products,PAT Before ExtraOrdinary Items Ann.,30.4%,48.8%,,5.1,5,4,2.3,,0.7,1.5,0.6,-0.1,0.1,
1493,Goel Food Products,Net Profit Ann.,30.4%,48.8%,,5.1,5,4,2.3,,0.7,1.5,0.6,-0.1,0.1,
1494,Goel Food Products,NPM Ann. %,14.3%,37.5%,,20.61%,20.72%,17.86%,13.79%,-0.06%,4.20%,11.20%,6.32%,-0.56%,0.82%,
1495,Goel Food Products,EPS Adj. latest Ann.,31%,55.2%,,2.7,2.7,2.1,1.2,,0.3,0.8,0.3,-0,0,
1496,Goel Food Products,Annual Reports,,,,,,,,,,,,,,
1497,Scarnose Intl,Total Rev. Ann.,-49.6%,0.3%,,12.3,14.1,41.3,95.9,32.6,12.1,,,,,
1498,Scarnose Intl,Operating Exp. Ann.,-,-,,-,14.1,41.2,95.4,32.3,12,,,,,
1499,Scarnose Intl,Operating Profit Ann.,-,-,,-,-0.3,-0.1,0.3,0.3,0,,,,,
1500,Scarnose Intl,OPM Ann. %,-,-,,-,-1.81%,-0.19%,0.30%,0.90%,0.31%,,,,,
1501,Scarnose Intl,Total Exp. Ann.,-49.9%,0%,,12,14.1,41.2,95.5,32.3,12,,,,,
1502,Scarnose Intl,EBITDA Ann.,-,-,,-,0,0.1,0.6,0.3,0,,,,,
1503,Scarnose Intl,EBITDA Ann. margin %,-,-,,-,0.17%,0.25%,0.59%,0.92%,0.31%,,,,,
1504,Scarnose Intl,Interest Ann.,-,-,,,,0,0.1,,,,,,,
1505,Scarnose Intl,Depr.,-,-,,0,0,0,0,,,,,,,
1506,Scarnose Intl,PBT Ann.,-15.7%,-,,0.3,0,0.1,0.5,0.3,0,,,,,
1507,Scarnose Intl,Tax Ann.,0%,-,,0.1,0,0,0.1,0.1,0,,,,,
1508,Scarnose Intl,PAT Before ExtraOrdinary Items Ann.,-12.6%,-,,0.2,0,0,0.3,0.2,0,,,,,
1509,Scarnose Intl,Net Profit Ann.,-12.6%,-,,0.2,0,0,0.3,0.2,0,,,,,
1510,Scarnose Intl,NPM Ann. %,66.5%,46.8%,,1.57%,0.06%,0.10%,0.34%,0.69%,0.23%,,,,,
1511,Scarnose Intl,EPS Adj. latest Ann.,-18.3%,43.1%,,0.6,0,0.1,1.1,0.7,0.1,,,,,
1512,Scarnose Intl,Annual Reports,,,,,,,,,,,,,,
1513,Silver Pearl Hospitality,Total Rev. Ann.,26%,27.2%,,1,1.2,1.3,0.5,0.2,0.3,2.3,0.1,,,
1514,Silver Pearl Hospitality,Operating Exp. Ann.,-,-,,-,0.9,1.2,0.3,0.1,0.3,2.3,0.1,,,
1515,Silver Pearl Hospitality,Operating Profit Ann.,-,-,,-,0.3,-0.3,0.2,0.1,,0,-0.1,,,
1516,Silver Pearl Hospitality,OPM Ann. %,-,-,,-,21.18%,-19.89%,35.95%,35.25%,1.22%,0.38%,-151.21%,,,
1517,Silver Pearl Hospitality,Total Exp. Ann.,54.2%,29.7%,,1.1,1.1,1.3,0.3,0.1,0.3,2.3,0.1,,,
1518,Silver Pearl Hospitality,EBITDA Ann.,-,-,,-,0.3,0.1,0.2,0.1,,0,,,,
1519,Silver Pearl Hospitality,EBITDA Ann. margin %,-,-,,-,26.01%,8.64%,37.61%,35.25%,1.23%,0.47%,2.85%,,,
1520,Silver Pearl Hospitality,Interest Ann.,-,-,,,,,,,,,,,,
1521,Silver Pearl Hospitality,Depr.,-,-,,0.2,0.2,0.1,0,0,,,,,,
1522,Silver Pearl Hospitality,PBT Ann.,-,-,,-0.2,0.1,-0,0.2,0.1,,0,,,,
1523,Silver Pearl Hospitality,Tax Ann.,-,-,,0,0,-0,0,0,,,,,,
1524,Silver Pearl Hospitality,PAT Before ExtraOrdinary Items Ann.,-,-,,-0.2,0.1,-0,0.1,0,,0,,,,
1525,Silver Pearl Hospitality,Net Profit Ann.,-,-,,-0.2,0.1,-0,0.1,0,,0,,,,
1526,Silver Pearl Hospitality,NPM Ann. %,-,-,,-20.90%,9.24%,-3.07%,25.97%,16.55%,0.87%,0.24%,-2.45%,,,
1527,Silver Pearl Hospitality,EPS Adj. latest Ann.,-,-,,-0.2,0.1,-0,0.2,0,,0,,,,
1528,Silver Pearl Hospitality,Result Notes,,,,Notes,,Notes,,,,,,,,
1529,Silver Pearl Hospitality,Annual Reports,,,,,,,,,,,,,,
1530,Rachana Infra,Total Rev. Ann.,13.6%,-,,96.9,94,65.2,66.1,107.1,,,,89.6,,
1531,Rachana Infra,Operating Exp. Ann.,-,-,,-,84.4,57.5,57.1,94.4,,,,79.7,,
1532,Rachana Infra,Operating Profit Ann.,-,-,,-,7.1,6,6.1,9.4,,,,8.7,,
1533,Rachana Infra,OPM Ann. %,-,-,,-,7.55%,9.24%,9.17%,8.75%,,,,9.66%,,
1534,Rachana Infra,Total Exp. Ann.,13.1%,-,,91.3,89.4,62.2,63.1,101.7,,,,85.8,,
1535,Rachana Infra,EBITDA Ann.,-,-,,-,9.6,7.7,8.9,12.6,,,,9.9,,
1536,Rachana Infra,EBITDA Ann. margin %,-,-,,-,10.21%,11.86%,13.51%,11.80%,,,,11.07%,,
1537,Rachana Infra,Interest Ann.,-17.4%,-,,2.2,2.6,2.8,3.9,5,,,,3.4,,
1538,Rachana Infra,Depr.,1.6%,-,,2.2,2.5,1.9,2.1,2.3,,,,2.7,,
1539,Rachana Infra,PBT Ann.,23.8%,-,,5.5,4.5,3,2.9,5.3,,,,3.8,,
1540,Rachana Infra,Tax Ann.,26%,-,,1.4,0.9,0.8,0.7,0.6,,,,1.1,,
1541,Rachana Infra,PAT Before ExtraOrdinary Items Ann.,23.1%,-,,4.1,3.6,2.3,2.2,4.7,,,,2.7,,
1542,Rachana Infra,Net Profit Ann.,23.1%,-,,4.1,3.6,2.3,2.2,4.7,,,,2.7,,
1543,Rachana Infra,NPM Ann. %,7.6%,-,,4.35%,3.96%,3.56%,3.49%,4.52%,,,,3.06%,,
1544,Rachana Infra,EPS Adj. latest Ann.,22.4%,-,,2.2,2,1.2,1.2,2.5,,,,1.5,,
1545,Rachana Infra,Annual Reports,,,,,,,,,,,,,,
1546,Fidel Softech,Total Rev. Ann.,27.7%,19.7%,55.8,56,41,34.2,26.9,26.2,22.8,18.3,,,,
1547,Fidel Softech,Operating Exp. Ann.,-,-,,-,32.8,26.8,20.2,21.4,17.6,15.5,,,,
1548,Fidel Softech,Operating Profit Ann.,-,-,,-,7.3,6.6,6.1,4.3,4.8,2.7,,,,
1549,Fidel Softech,OPM Ann. %,-,-,,-,17.79%,19.22%,22.61%,16.48%,20.93%,14.69%,,,,
1550,Fidel Softech,Total Exp. Ann.,28.3%,18.6%,,43.5,33,27.1,20.6,21.6,18.5,16.5,,,,
1551,Fidel Softech,EBITDA Ann.,-,-,,-,8.2,7.5,6.6,4.8,5.2,2.7,,,,
1552,Fidel Softech,EBITDA Ann. margin %,-,-,,-,20.08%,21.75%,24.68%,18.36%,22.81%,14.96%,,,,
1553,Fidel Softech,Interest Ann.,-,-,,,,0,0.2,0.1,0.1,0.2,,,,
1554,Fidel Softech,Depr.,0%,-24.2%,0.2,0.2,0.2,0.3,0.2,0.2,0.8,0.8,,,,
1555,Fidel Softech,PBT Ann.,25.7%,23.8%,12.4,12.5,8,7.2,6.3,4.6,4.3,1.4,,,,
1556,Fidel Softech,Tax Ann.,23.5%,21.7%,3.2,3.2,2,1.8,1.7,1.1,1.2,0.4,,,,
1557,Fidel Softech,PAT Before ExtraOrdinary Items Ann.,26.4%,23.8%,,9.3,6.1,5.4,4.6,3.5,3.2,1,,,,
1558,Fidel Softech,Net Profit Ann.,26.4%,23.8%,9.3,9.3,6.1,5.4,4.6,3.5,3.2,1,,,,
1559,Fidel Softech,NPM Ann. %,-0.7%,3.8%,,16.96%,15.11%,16.14%,17.34%,13.41%,14.06%,5.45%,,,,
1560,Fidel Softech,EPS Adj. latest Ann.,27.3%,24.2%,,6.8,4.4,3.9,3.3,2.5,2.3,0.7,,,,
1561,Fidel Softech,Annual Reports,,,,,,,,,,,,,,
1562,Aether Industries,Total Rev. Ann.,13.8%,23.7%,858.4,880.3,637.4,667.6,597,453.8,303.8,203.3,109.2,,,
1563,Aether Industries,Operating Exp. Ann.,12.3%,21%,572.2,597.5,465.9,464.8,421.9,337.7,230.1,153.7,84.7,,,
1564,Aether Industries,Operating Profit Ann.,12.8%,27.4%,250.7,241.2,132.3,186.3,168.1,112.2,71.8,47.5,23.8,,,
1565,Aether Industries,OPM Ann. %,-0.9%,3%,,27.39%,20.75%,27.90%,28.16%,24.72%,23.62%,23.37%,21.77%,,,
1566,Aether Industries,Total Exp. Ann.,13.3%,21.5%,,655.5,514.1,493.2,450.6,360,247.3,170.7,99.9,,,
1567,Aether Industries,EBITDA Ann.,17.3%,30.9%,,282.8,171.5,202.8,175.1,116.1,73.7,49.6,24.5,,,
1568,Aether Industries,EBITDA Ann. margin %,3.1%,5.8%,,32.12%,26.90%,30.38%,29.33%,25.59%,24.27%,24.40%,22.43%,,,
1569,Aether Industries,Interest Ann.,-0.5%,6.5%,10.8,12.9,8.5,5.1,13.1,11.3,9.4,10.6,10,,,
1570,Aether Industries,Depr.,42.7%,41.6%,45.5,45,39.7,23.2,15.5,11,7.9,6.4,5.2,,,
1571,Aether Industries,PBT Ann.,13.3%,30.4%,218.4,213,109.5,174.5,146.5,93.8,56.5,32.6,9.3,,,
1572,Aether Industries,Tax Ann.,13.3%,26.9%,56.4,54.6,27,44.1,37.5,22.7,16.6,9.3,1.5,,,
1573,Aether Industries,PAT Before ExtraOrdinary Items Ann.,13.3%,31.7%,,158.4,82.5,130.4,108.9,71.1,40,23.3,7.8,,,
1574,Aether Industries,Net Profit Ann.,13.3%,31.7%,162,158.4,82.5,130.4,108.9,71.1,40,23.3,7.8,,,
1575,Aether Industries,NPM Ann. %,0.8%,7.4%,,18.88%,13.79%,20.03%,18.46%,15.81%,13.23%,11.59%,7.16%,,,
1576,Aether Industries,EPS Adj. latest Ann.,13.5%,32%,,12,6.2,9.8,8.2,5.4,3,1.8,0.6,,,
1577,Aether Industries,Result Notes,,,,,Notes,Notes,,,,,,,,
1578,Aether Industries,Annual Reports,,,,,,,,,,,,,,
1579,Globesecure Tech,Total Rev. Ann.,-14%,-3.3%,,16.9,25,25.9,26.6,19,20,10.5,,,,
1580,Globesecure Tech,Operating Exp. Ann.,-,-,,-,21.5,22.4,24,17.1,18.1,9.5,,,,
1581,Globesecure Tech,Operating Profit Ann.,-,-,,-,2.4,3.4,2.4,1.8,1.8,0.5,,,,
1582,Globesecure Tech,OPM Ann. %,-,-,,-,9.66%,13.20%,9.02%,9.66%,8.99%,4.87%,,,,
1583,Globesecure Tech,Total Exp. Ann.,-7.4%,0.7%,,19.9,23.5,23.6,25.1,17.9,19.2,10,,,,
1584,Globesecure Tech,EBITDA Ann.,-,-,,-,3.6,3.4,2.6,1.9,1.9,1,,,,
1585,Globesecure Tech,EBITDA Ann. margin %,-,-,,-,14.17%,13.26%,9.92%,10.02%,9.29%,9.74%,,,,
1586,Globesecure Tech,Interest Ann.,12.6%,0%,,1,1,0.7,0.7,0.8,1,0.6,,,,
1587,Globesecure Tech,Depr.,31%,-,,0.9,1.1,0.5,0.4,0,0,,,,,
1588,Globesecure Tech,PBT Ann.,-,-,,-3,1.5,2.2,1.5,1.1,0.8,0.5,,,,
1589,Globesecure Tech,Tax Ann.,-,-,,-0.1,0.5,0.6,0.5,0.3,0.2,,,,,
1590,Globesecure Tech,PAT Before ExtraOrdinary Items Ann.,-,-,,-2.9,1,1.7,1,0.8,0.6,0.5,,,,
1591,Globesecure Tech,Net Profit Ann.,-,-,,-2.9,1,1.7,1,0.8,0.6,0.5,,,,
1592,Globesecure Tech,NPM Ann. %,-,-,,-16.97%,4.23%,6.41%,3.78%,3.97%,3.15%,4.73%,,,,
1593,Globesecure Tech,EPS Adj. latest Ann.,-,-,,-1.8,0.6,1,0.6,0.5,0.4,0.3,,,,
1594,Globesecure Tech,Annual Reports,,,,,,,,,,,,,,
1595,eMudhra,Total Rev. Ann.,50.9%,38.5%,212.1,527.8,380,254.1,153.7,109.8,103.4,90.1,73.8,,,
1596,eMudhra,Operating Exp. Ann.,58.7%,37.4%,169.8,395.5,263.6,161.5,98.9,81.6,80.9,66.9,53.7,,,
1597,eMudhra,Operating Profit Ann.,31.8%,41%,33.2,123.9,109.6,87.3,54.1,27.7,22.2,23.1,19.6,,,
1598,eMudhra,OPM Ann. %,-12.6%,1.9%,,23.48%,28.83%,34.37%,35.18%,25.28%,21.42%,25.65%,26.55%,,,
1599,eMudhra,Total Exp. Ann.,54.2%,36.7%,,420.4,287.4,180.7,114.7,89.1,88.1,74,58,,,
1600,eMudhra,EBITDA Ann.,34.2%,42.5%,,132.4,116.5,92.6,54.8,28.1,22.5,23.2,20.1,,,
1601,eMudhra,EBITDA Ann. margin %,-11.1%,2.9%,,25.08%,30.65%,36.45%,35.65%,25.63%,21.76%,25.75%,27.24%,,,
1602,eMudhra,Interest Ann.,-39.1%,11.4%,0,1.2,3,3.4,5.3,0.8,0.7,0.5,0.2,,,
1603,eMudhra,Depr.,31.4%,29.6%,15.2,23.8,20.8,15.8,10.5,6.7,6.5,6.5,4.2,,,
1604,eMudhra,PBT Ann.,40%,47.7%,27,107.4,92.7,73.4,39.1,20.6,15.3,14.2,9.5,,,
1605,eMudhra,Tax Ann.,30.9%,38.9%,8.4,20.2,16.3,12.2,9,5.5,3.9,3.9,1.4,,,
1606,eMudhra,PAT Before ExtraOrdinary Items Ann.,42.7%,50.2%,,87.2,76.4,61.2,30,15.2,11.4,10.3,8.1,,,
1607,eMudhra,Net Profit Ann.,41.3%,49.3%,18.7,84.6,75.1,61.7,30,15.2,11.4,10.3,8.1,,,
1608,eMudhra,NPM Ann. %,-5.1%,8.7%,,16.79%,20.46%,24.60%,19.62%,13.85%,11.05%,11.43%,11.01%,,,
1609,eMudhra,EPS Adj. latest Ann.,41.5%,48.8%,,10.2,9.1,7.5,3.6,1.8,1.4,1.2,1,,,
1610,eMudhra,Result Notes,,,,,Notes,Notes,Notes,,,,,,,
1611,eMudhra,Annual Reports,,,,,,,,,,,,,,
1612,Ethos,Total Rev. Ann.,29.3%,22.4%,"1,276.5","1,275.9","1,022.6",803.1,590.8,403.5,464.2,443.4,357.9,,,
1613,Ethos,Operating Exp. Ann.,27.6%,21%,"1,062.6","1,061.6",847.3,674.1,511.5,347.8,409,412.5,342,,,
1614,Ethos,Operating Profit Ann.,42.4%,31.2%,189,190.1,151.7,114.4,65.8,38.8,48.9,29.9,14.1,,,
1615,Ethos,OPM Ann. %,10.2%,7.2%,,14.90%,14.84%,14.25%,11.14%,9.61%,10.52%,6.73%,3.94%,,,
1616,Ethos,Total Exp. Ann.,26.9%,19.8%,,"1,144",912,722.9,559.6,397.2,463,424.9,352.6,,,
1617,Ethos,EBITDA Ann.,39.3%,31.2%,,214.4,175.3,129,79.3,55.8,55.2,30.8,15.9,,,
1618,Ethos,EBITDA Ann. margin %,7.8%,7.1%,,16.80%,17.15%,16.06%,13.42%,13.82%,11.90%,6.95%,4.43%,,,
1619,Ethos,Interest Ann.,5.1%,0%,19.4,19.4,16,14.2,16.7,17,19.4,7.6,6.6,,,
1620,Ethos,Depr.,26.1%,12.7%,62.9,63,48.7,34.6,31.4,32.5,34.6,4.8,4.1,,,
1621,Ethos,PBT Ann.,61.7%,151.9%,131.6,131.9,110.6,80.2,31.2,6.3,1.3,18.5,5.2,,,
1622,Ethos,Tax Ann.,63%,95%,33.3,33.8,28,20.4,7.8,1.7,1.2,7.3,1.2,,,
1623,Ethos,PAT Before ExtraOrdinary Items Ann.,61.3%,-,,98.2,82.6,59.8,23.4,4.6,0,11.2,4,,,
1624,Ethos,Net Profit Ann.,60.3%,-,98.3,96.3,83.3,60.3,23.4,4.6,0,11.2,4,,,
1625,Ethos,NPM Ann. %,24.7%,-,,7.84%,8.27%,7.58%,4.04%,1.19%,,2.53%,1.12%,,,
1626,Ethos,EPS Adj. latest Ann.,60.5%,-,,36,31.1,22.5,8.7,1.7,0,4.2,1.5,,,
1627,Ethos,Result Notes,,,,,Notes,Notes,Notes,,,,,,,
1628,Ethos,Annual Reports,,,,,,,,,,,,,,
1629,Paradeep Phosphates,Total Rev. Ann.,20.8%,26.9%,"13,931.6","13,931.6","11,644","13,431.8","7,898","5,183.9","4,227.8",,,,"4,794.2",
1630,Paradeep Phosphates,Operating Exp. Ann.,20.5%,27.5%,"12,564.4","12,564.4","10,927.1","12,539.7","7,187.6","4,622.5","3,733.1",,,,"4,500.5",
1631,Paradeep Phosphates,Operating Profit Ann.,23.2%,22.3%,"1,255.8","1,255.8",648,801,671.1,542.2,459.8,,,,281.2,
1632,Paradeep Phosphates,OPM Ann. %,2%,-3.7%,,9.01%,5.57%,5.96%,8.50%,10.46%,10.87%,,,,5.87%,
1633,Paradeep Phosphates,Total Exp. Ann.,21.4%,26.9%,,"13,178.5","11,503.8","13,006.1","7,363.6","4,817.2","3,997.4",,,,"4,713.4",
1634,Paradeep Phosphates,EBITDA Ann.,24.4%,22.5%,,"1,367.2",716.9,892.1,710.4,561.5,494.7,,,,293.8,
1635,Paradeep Phosphates,EBITDA Ann. margin %,3%,-3.5%,,9.81%,6.16%,6.64%,8.99%,10.83%,11.70%,,,,6.13%,
1636,Paradeep Phosphates,Interest Ann.,61.8%,13.6%,362.3,362.3,366,291.2,85.5,111.4,191.8,,,,184.7,
1637,Paradeep Phosphates,Depr.,40.6%,28.3%,251.8,251.8,210.7,175.2,90.5,83.3,72.5,,,,28.2,
1638,Paradeep Phosphates,PBT Ann.,12.1%,26.7%,753.1,753.1,140.2,425.7,534.4,366.7,230.4,,,,74.2,
1639,Paradeep Phosphates,Tax Ann.,13.7%,40.8%,200.6,200.6,40.9,122,136.5,143.2,36.3,,,,-3.1,
1640,Paradeep Phosphates,PAT Before ExtraOrdinary Items Ann.,11.6%,23.3%,,552.5,99.2,303.7,397.8,223.5,194.1,,,,77.3,
1641,Paradeep Phosphates,Net Profit Ann.,11.5%,23.4%,552.5,551.8,99.9,304.2,398.5,223.3,193.2,,,,77.3,
1642,Paradeep Phosphates,NPM Ann. %,-7.6%,-2.9%,,3.99%,0.85%,2.27%,5.06%,4.32%,4.62%,,,,1.61%,
1643,Paradeep Phosphates,EPS Adj. latest Ann.,11.5%,23.2%,,6.8,1.2,3.7,4.9,2.7,2.4,,,,1,
1644,Paradeep Phosphates,Result Notes,,,,,Notes,,Notes,,,,,,,
1645,Paradeep Phosphates,Annual Reports,,,,,,,,,,,,,,
1646,Venus Pipes & Tubes,Total Rev. Ann.,35.6%,40.1%,969.2,969.2,805.4,554.8,389.1,312,179.3,120.5,,,,
1647,Venus Pipes & Tubes,Operating Exp. Ann.,32.8%,36.6%,790.9,790.9,655.9,483.3,337.7,274.6,166.2,110.5,,,,
1648,Venus Pipes & Tubes,Operating Profit Ann.,50.5%,70.6%,167.6,167.6,146.3,69.1,49.2,34.8,11.6,8.3,,,,
1649,Venus Pipes & Tubes,OPM Ann. %,11%,21.6%,,17.29%,18.17%,12.46%,12.65%,11.15%,6.49%,6.88%,,,,
1650,Venus Pipes & Tubes,Total Exp. Ann.,34.6%,37.3%,,843.8,689.7,495.1,346.2,281.1,172.8,115.6,,,,
1651,Venus Pipes & Tubes,EBITDA Ann.,51.4%,68.3%,,178.3,149.5,71.5,51.4,37.5,13.2,10.1,,,,
1652,Venus Pipes & Tubes,EBITDA Ann. margin %,11.7%,20.2%,,18.39%,18.56%,12.89%,13.20%,12.01%,7.33%,8.34%,,,,
1653,Venus Pipes & Tubes,Interest Ann.,69.2%,49.5%,34.4,34.4,22.1,9.8,7.1,5.6,4.6,3.1,,,,
1654,Venus Pipes & Tubes,Depr.,136.4%,54.5%,18.5,18.5,11.8,2,1.4,1,2.1,2,,,,
1655,Venus Pipes & Tubes,PBT Ann.,43%,80.7%,125.4,125.4,115.6,59.7,42.9,31,6.5,5,,,,
1656,Venus Pipes & Tubes,Tax Ann.,42.6%,68.4%,32.5,32.5,29.7,15.5,11.2,7.3,2.4,1.2,,,,
1657,Venus Pipes & Tubes,PAT Before ExtraOrdinary Items Ann.,43.1%,86.7%,,92.9,86,44.2,31.7,23.6,4.1,3.8,,,,
1658,Venus Pipes & Tubes,Net Profit Ann.,43.1%,86.7%,92.9,92.9,86,44.2,31.7,23.6,4.1,3.8,,,,
1659,Venus Pipes & Tubes,NPM Ann. %,5.8%,33.1%,,9.69%,10.71%,8.00%,8.18%,7.63%,2.32%,3.15%,,,,
1660,Venus Pipes & Tubes,EPS Adj. latest Ann.,43%,86.6%,,45.3,42,21.6,15.5,11.5,2,1.8,,,,
1661,Venus Pipes & Tubes,Result Notes,,,,Notes,Notes,Notes,Notes,,,,,,,
1662,Venus Pipes & Tubes,Annual Reports,,,,,,,,,,,,,,
1663,Delhivery,Total Rev. Ann.,15.5%,25.7%,"8,708.8","9,372","8,594.2","7,530.3","6,080.9","3,699.2","2,986.4","1,695","1,070.8",,,
1664,Delhivery,Operating Exp. Ann.,10.3%,23.8%,"7,865.1","8,556.1","8,014.9","7,676.9","6,370.1","3,548.3","2,946.9","3,352.3","1,696.7",,,
1665,Delhivery,Operating Profit Ann.,-,-,387.4,375.8,126.6,-451.6,-459.1,-48.5,-169.4,"-1,698.5",-677.3,,,
1666,Delhivery,OPM Ann. %,-,-,,4.01%,1.47%,-6.00%,-7.55%,-1.31%,-5.67%,-100.21%,-63.25%,,,
1667,Delhivery,Total Exp. Ann.,9.9%,23.2%,,"9,216.8","8,825","8,596.9","6,942.2","3,990","3,250.4","3,463.3","1,755.3",,,
1668,Delhivery,EBITDA Ann.,-,83.1%,,815.9,579.3,-146.7,-289.3,150.9,39.6,"-1,657.4",-625.9,,,
1669,Delhivery,EBITDA Ann. margin %,-,45.8%,,8.71%,6.74%,-1.95%,-4.76%,4.08%,1.32%,-97.78%,-58.45%,,,
1670,Delhivery,Interest Ann.,10.2%,20.7%,125.1,125.8,88.5,88.8,93.9,88.6,49.2,18.8,11.7,,,
1671,Delhivery,Depr.,3.8%,16%,519.3,534.9,721.6,831.1,478.2,353.1,254.4,92.2,46.9,,,
1672,Delhivery,PBT Ann.,-,-,112.5,150.1,-253.1,"-1,066.6",-863.5,-356.3,-284.1,"-1,781",-684.5,,,
1673,Delhivery,Tax Ann.,-,-,,-5,4.7,-45.3,,,,,,,,
1674,Delhivery,PAT Before ExtraOrdinary Items Ann.,-,-,,155.1,-257.9,"-1,021.4",-863.5,-356.3,-284.1,"-1,781",-684.5,,,
1675,Delhivery,Net Profit Ann.,-,-,112.5,162.1,-249.2,"-1,007.8",-863.5,-356.3,-284.1,"-1,781",-684.5,,,
