,Company,Indicator,CAGR 3 Yrs,CAGR 5 Yrs,TTM,Mar '25,Mar '24,Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,Mar '18,Mar '17,Mar '16,Mar '15
1296,Aptus Value Housing,BVSH Ann.,10.8%,-15.6%,,75.7,68.3,62.5,55.7,199.2,176.7,87.4,74.9,66.3,34.1,31.3
1297,Aptus Value Housing,RoA Ann. %,3.4%,5.1%,,6.62%,6.46%,6.40%,5.98%,5.32%,5.16%,4.46%,4.80%,4.36%,3.49%,2.86%
1298,Aptus Value Housing,ROE Ann. %,10.9%,7%,,15.21%,14.10%,13.64%,11.14%,11.52%,10.86%,14.90%,11.81%,7.08%,8.25%,5.04%
1299,Aptus Value Housing,ROCE Ann. %,38.8%,6%,,30.09%,27.47%,11.97%,11.25%,24.25%,22.44%,34.38%,11.76%,11.48%,12.28%,13.10%
1300,Aptus Value Housing,Profitability Ratio,,,,,,,,,,,,,,
1301,Aptus Value Housing,Liquidity Ratio,,,,,,,,,,,,,,
1302,Aptus Value Housing,Valuation Ratio,,,,,,,,,,,,,,
1303,Aptus Value Housing,Total Debt to Total Equity Ann.,3.6%,-1.9%,,1,1.2,1.1,0.9,1.2,1.1,1.2,1.3,0.5,1,0.5
1304,Aashka Hospitals,BVSH Ann.,1%,25.8%,,42.6,41.2,40.2,41.3,16.3,13.5,9,,,,
1305,Aashka Hospitals,RoA Ann. %,15.4%,4.2%,,2.81%,1.94%,-2.00%,1.83%,6.32%,2.29%,2.52%,,,,
1306,Aashka Hospitals,ROE Ann. %,10.4%,-10.5%,,3.28%,2.44%,-2.73%,2.44%,14.06%,5.70%,8.87%,,,,
1307,Aashka Hospitals,ROCE Ann. %,-3%,-18.3%,,4.39%,5.47%,0.38%,4.81%,14.60%,12.06%,17.13%,,,,
1308,Aashka Hospitals,Profitability Ratio,,,,,,,,,,,,,,
1309,Aashka Hospitals,Liquidity Ratio,,,,,,,,,,,,,,
1310,Aashka Hospitals,Valuation Ratio,,,,,,,,,,,,,,
1311,Aashka Hospitals,Total Debt to Total Equity Ann.,-30.7%,-38.1%,,0.1,0.2,0.3,0.3,0.7,1.1,1.7,,,,
1312,DU Digital Global,BVSH Ann.,-80.2%,-59.8%,,,11.2,15.2,25.7,"1,432.9",910.5,"1,062.1",383.5,63.9,19.9,-4.2
1313,DU Digital Global,RoA Ann. %,-57.9%,-30.8%,,,1.05%,1.91%,2.14%,14.03%,-2.49%,6.64%,5.83%,0.64%,0.30%,-843.42%
1314,DU Digital Global,ROE Ann. %,-67.4%,-54.4%,,,1.26%,2.62%,3.86%,36.43%,-16.65%,63.89%,83.32%,68.87%,121.05%,
1315,DU Digital Global,ROCE Ann. %,-54.7%,-43.4%,,,4.09%,6.11%,5.53%,43.86%,-12.50%,70.62%,58.23%,111.06%,163.05%,86.99%
1316,DU Digital Global,Profitability Ratio,,,,,,,,,,,,,,
1317,DU Digital Global,Liquidity Ratio,,,,,,,,,,,,,,
1318,DU Digital Global,Valuation Ratio,,,,,,,,,,,,,,
1319,DU Digital Global,Total Debt to Total Equity Ann.,-20.6%,-19.7%,,,0.1,0,0,0.2,0.2,0.3,1,,,
1320,Chemplast Sanmar,BVSH Ann.,1%,5%,,173.2,174.3,179,168.2,72.8,135.8,117.9,62,40.9,22.6,12.4
1321,Chemplast Sanmar,RoA Ann. %,-,-,,-1.01%,-1.78%,2.64%,7.66%,1.01%,2.34%,4.90%,6.78%,6.42%,4.19%,-1.25%
1322,Chemplast Sanmar,ROE Ann. %,-,-,,-2.39%,-3.76%,5.14%,14.26%,4.46%,10.84%,23.68%,36.01%,44.64%,45.21%,-25.70%
1323,Chemplast Sanmar,ROCE Ann. %,-,-,,-0.48%,-2.53%,5.05%,12.91%,8.16%,6.20%,8.92%,46.98%,53.67%,47.84%,20.28%
1324,Chemplast Sanmar,Profitability Ratio,,,,,,,,,,,,,,
1325,Chemplast Sanmar,Liquidity Ratio,,,,,,,,,,,,,,
1326,Chemplast Sanmar,Valuation Ratio,,,,,,,,,,,,,,
1327,Chemplast Sanmar,Total Debt to Total Equity Ann.,,,,0.4,0.2,0.1,,1.2,1.4,0.2,0.9,1.1,3.6,5.5
1328,Nuvoco Vistas,BVSH Ann.,1%,3.3%,,256.8,255.8,251.5,249,234,217.8,213.1,210.7,263.3,90.4,87.2
1329,Nuvoco Vistas,RoA Ann. %,-8.8%,-33%,,0.25%,0.93%,0.54%,0.33%,0.13%,1.85%,1.08%,1.36%,1.46%,2.36%,7.76%
1330,Nuvoco Vistas,ROE Ann. %,-10.8%,-37.8%,,0.44%,1.67%,1.00%,0.62%,0.30%,4.72%,2.94%,5.00%,4.19%,3.56%,12.55%
1331,Nuvoco Vistas,ROCE Ann. %,-4.4%,-16.8%,,3.28%,4.58%,1.76%,3.75%,4.76%,8.21%,6.70%,7.56%,4.67%,8.91%,10.23%
1332,Nuvoco Vistas,Profitability Ratio,,,,,,,,,,,,,,
1333,Nuvoco Vistas,Liquidity Ratio,,,,,,,,,,,,,,
1334,Nuvoco Vistas,Valuation Ratio,,,,,,,,,,,,,,
1335,Nuvoco Vistas,Total Debt to Total Equity Ann.,-9.1%,-19.7%,,0.3,0.3,0.4,0.4,0.8,0.9,0.9,1.4,1.1,0,0.1
1336,CarTrade Tech,BVSH Ann.,4.1%,-33.1%,,468.1,441.5,426.6,415.1,"4,495.7","3,505.1","3,453.1","3,574.1","3,550",,
1337,CarTrade Tech,RoA Ann. %,-,44.5%,,4.97%,0.56%,1.60%,-7.38%,4.70%,0.79%,0.49%,0.36%,-1.02%,,
1338,CarTrade Tech,ROE Ann. %,-,48.5%,,6.06%,0.69%,1.63%,-7.54%,4.92%,0.84%,0.52%,0.37%,-1.06%,,
1339,CarTrade Tech,ROCE Ann. %,-,56.5%,,7.32%,4.73%,2.34%,-7.77%,1.23%,0.78%,0.57%,0.45%,-1.03%,,
1340,CarTrade Tech,Profitability Ratio,,,,,,,,,,,,,,
1341,CarTrade Tech,Liquidity Ratio,,,,,,,,,,,,,,
1342,CarTrade Tech,Valuation Ratio,,,,,,,,,,,,,,
1343,CarTrade Tech,Total Debt to Total Equity Ann.,,,,,,,,,,0,,,,
1344,Windlas Biotech,BVSH Ann.,10%,-6.5%,,241.3,216.3,192.2,181.1,310.4,337.7,302.6,,,,
1345,Windlas Biotech,RoA Ann. %,0.8%,4%,,7.94%,9.25%,8.05%,7.75%,1.69%,6.53%,7.56%,,,,
1346,Windlas Biotech,ROE Ann. %,7.4%,2.9%,,11.95%,12.87%,10.59%,9.64%,2.51%,10.37%,11.58%,,,,
1347,Windlas Biotech,ROCE Ann. %,11.6%,1.8%,,16.46%,17.20%,14.18%,11.83%,22.12%,15.05%,19.16%,,,,
1348,Windlas Biotech,Profitability Ratio,,,,,,,,,,,,,,
1349,Windlas Biotech,Liquidity Ratio,,,,,,,,,,,,,,
1350,Windlas Biotech,Valuation Ratio,,,,,,,,,,,,,,
1351,Windlas Biotech,Total Debt to Total Equity Ann.,-,0%,,0.1,,,0,0.2,0.1,0.1,,,,
1352,Exxaro Tiles,BVSH Ann.,-53%,-28.7%,,6.2,61.9,61.3,59.6,38.2,33.6,39,35.5,,,
1353,Exxaro Tiles,RoA Ann. %,-,-,,-0.02%,0.46%,1.55%,4.47%,4.12%,2.90%,2.18%,4.66%,,,
1354,Exxaro Tiles,ROE Ann. %,-,-,,-0.04%,0.81%,2.65%,6.78%,11.87%,9.97%,6.18%,14.92%,,,
1355,Exxaro Tiles,ROCE Ann. %,-27.3%,-20.7%,,4.68%,5.65%,6.53%,12.17%,18.25%,14.96%,11.58%,13.37%,,,
1356,Exxaro Tiles,Profitability Ratio,,,,,,,,,,,,,,
1357,Exxaro Tiles,Liquidity Ratio,,,,,,,,,,,,,,
1358,Exxaro Tiles,Valuation Ratio,,,,,,,,,,,,,,
1359,Exxaro Tiles,Total Debt to Total Equity Ann.,14.5%,-26.5%,,0.3,0.4,0.3,0.2,1.1,1.4,1.1,1.3,,,
1360,Devyani Intl,BVSH Ann.,7.5%,43.7%,,9.2,9,9.6,7.4,2.6,1.5,25.5,29.1,26.8,31.2,39.9
1361,Devyani Intl,RoA Ann. %,-56.3%,-,,0.59%,-0.17%,8.60%,7.07%,-4.08%,-8.89%,-4.67%,7.80%,-7.84%,-15.19%,-15.53%
1362,Devyani Intl,ROE Ann. %,-50%,-,,2.14%,-0.58%,21.38%,17.17%,-21.83%,-860.67%,-13.99%,17.68%,-16.43%,-27.98%,-24.09%
1363,Devyani Intl,ROCE Ann. %,-13.6%,11.1%,,7.65%,9.72%,14.02%,11.87%,0.84%,4.52%,-1.60%,14.19%,-7.11%,-16.36%,-13.34%
1364,Devyani Intl,Profitability Ratio,,,,,,,,,,,,,,
1365,Devyani Intl,Liquidity Ratio,,,,,,,,,,,,,,
1366,Devyani Intl,Valuation Ratio,,,,,,,,,,,,,,
1367,Devyani Intl,Total Debt to Total Equity Ann.,44.2%,-57.9%,,0.3,0.3,,0.1,1.1,22.8,1.2,0.6,0.5,0.4,0.2
1368,Krsnaa Diagnostics,BVSH Ann.,7.7%,18.5%,,273.4,250.8,236.5,218.7,-16.2,117.1,93,30.2,20.8,,
1369,Krsnaa Diagnostics,RoA Ann. %,-9.1%,21.6%,,6.05%,4.84%,6.98%,8.06%,30.59%,2.28%,2.52%,1.79%,1.17%,,
1370,Krsnaa Diagnostics,ROE Ann. %,-5.1%,-15.7%,,8.79%,7.01%,8.55%,10.29%,"-1,757.04%",20.63%,25.94%,31.20%,19.32%,,
1371,Krsnaa Diagnostics,ROCE Ann. %,-4.2%,2.4%,,13.04%,9.71%,11.03%,14.81%,76.39%,11.61%,11.39%,8.46%,6.11%,,
1372,Krsnaa Diagnostics,Profitability Ratio,,,,,,,,,,,,,,
1373,Krsnaa Diagnostics,Liquidity Ratio,,,,,,,,,,,,,,
1374,Krsnaa Diagnostics,Valuation Ratio,,,,,,,,,,,,,,
1375,Krsnaa Diagnostics,Total Debt to Total Equity Ann.,-,-44.5%,,0.2,0.1,0,0,-19.3,3.8,3.5,5.3,3,,
1376,Rex Pipes and Cables,BVSH Ann.,19.7%,18.1%,,38.6,33.2,26.7,22.5,18.6,16.8,15.5,13.4,,,
1377,Rex Pipes and Cables,RoA Ann. %,21.4%,23.6%,,6.61%,6.75%,6.25%,3.69%,3.01%,2.29%,3.99%,4.71%,,,
1378,Rex Pipes and Cables,ROE Ann. %,12.5%,13.5%,,14.03%,15.11%,15.75%,9.85%,9.78%,7.44%,13.57%,15.31%,,,
1379,Rex Pipes and Cables,ROCE Ann. %,15.1%,0.1%,,27.02%,28.62%,27.75%,17.70%,18.54%,26.84%,19.46%,22.04%,,,
1380,Rex Pipes and Cables,Profitability Ratio,,,,,,,,,,,,,,
1381,Rex Pipes and Cables,Liquidity Ratio,,,,,,,,,,,,,,
1382,Rex Pipes and Cables,Valuation Ratio,,,,,,,,,,,,,,
1383,Rex Pipes and Cables,Total Debt to Total Equity Ann.,-17%,-11.8%,,0.8,0.9,0.9,1.4,1.5,1.5,1.8,1.5,,,
1384,Network People,BVSH Ann.,16.1%,-0.9%,,53.5,30.1,44.3,34.2,14.8,56.1,46,,,,
1385,Network People,RoA Ann. %,84.6%,24.9%,,30.96%,34.73%,16.70%,4.92%,6.38%,10.18%,14.57%,,,,
1386,Network People,ROE Ann. %,86.1%,19.3%,,43.58%,46.39%,22.78%,6.76%,15.76%,18.03%,27.79%,,,,
1387,Network People,ROCE Ann. %,84.5%,19.5%,,55.33%,58.89%,29.17%,8.81%,19.84%,22.67%,35.63%,,,,
1388,Network People,Profitability Ratio,,,,,,,,,,,,,,
1389,Network People,Liquidity Ratio,,,,,,,,,,,,,,
1390,Network People,Valuation Ratio,,,,,,,,,,,,,,
1391,Network People,Total Debt to Total Equity Ann.,,,,0.1,,0,,0.1,,,,,,
1392,Rolex Rings,BVSH Ann.,25.3%,29.5%,,393.7,329.8,272.8,200.1,144.7,108.3,86.3,,,,
1393,Rolex Rings,RoA Ann. %,0.5%,12%,,13.57%,13.92%,19.55%,13.38%,10.91%,7.71%,7.54%,,,,
1394,Rolex Rings,ROE Ann. %,-12.5%,-4.5%,,16.22%,17.37%,26.66%,24.20%,25.05%,20.38%,28.53%,,,,
1395,Rolex Rings,ROCE Ann. %,-14.8%,-5.1%,,20.52%,25.46%,31.29%,33.17%,19.63%,26.70%,48.45%,,,,
1396,Rolex Rings,Profitability Ratio,,,,,,,,,,,,,,
1397,Rolex Rings,Liquidity Ratio,,,,,,,,,,,,,,
1398,Rolex Rings,Valuation Ratio,,,,,,,,,,,,,,
1399,Rolex Rings,Total Debt to Total Equity Ann.,-,-,,0,0,0.1,0.4,0.6,0.9,1.5,,,,
1400,Gretex Corporate,BVSH Ann.,5.3%,14.3%,,124.9,70.9,17.4,106.9,76.9,64,81.7,77.6,85.8,85.6,102.1
1401,Gretex Corporate,RoA Ann. %,-7.6%,-,,7.89%,8.65%,23.79%,10.00%,6.71%,-13.12%,2.63%,-6.94%,0.16%,-11.73%,1.49%
1402,Gretex Corporate,ROE Ann. %,-12.5%,-,,8.39%,9.11%,31.76%,12.54%,10.43%,-27.68%,4.66%,-10.65%,0.23%,-18.50%,1.55%
1403,Gretex Corporate,ROCE Ann. %,-7.9%,-,,9.93%,12.34%,42.56%,12.70%,10.97%,-12.10%,6.69%,-3.66%,5.39%,-11.55%,2.44%
1404,Gretex Corporate,Profitability Ratio,,,,,,,,,,,,,,
1405,Gretex Corporate,Liquidity Ratio,,,,,,,,,,,,,,
1406,Gretex Corporate,Valuation Ratio,,,,,,,,,,,,,,
1407,Gretex Corporate,Total Debt to Total Equity Ann.,-,-,,0,,,0.2,0.3,0.9,0.5,0.4,0.4,0.5,
1408,Alivus Life Sciences,BVSH Ann.,11.1%,-35.4%,,229.9,190.4,174.5,167.7,768.1,"2,049.5","1,883.2","-1,398",,,
1409,Alivus Life Sciences,RoA Ann. %,-5.6%,-4.7%,,14.23%,16.51%,17.28%,16.94%,17.60%,18.14%,13.25%,-517.85%,,,
1410,Alivus Life Sciences,ROE Ann. %,-5.4%,-26.1%,,17.23%,20.18%,21.83%,20.38%,46.70%,77.94%,225.79%,,,,
1411,Alivus Life Sciences,ROCE Ann. %,-7.7%,-27.1%,,22.32%,26.24%,28.62%,28.40%,72.00%,108.71%,240.99%,1.00%,,,
1412,Alivus Life Sciences,Profitability Ratio,,,,,,,,,,,,,,
1413,Alivus Life Sciences,Liquidity Ratio,,,,,,,,,,,,,,
1414,Alivus Life Sciences,Valuation Ratio,,,,,,,,,,,,,,
1415,Alivus Life Sciences,Total Debt to Total Equity Ann.,,,,,,,,,,,,,,
1416,Tatva Chintan Pharma,BVSH Ann.,13.4%,16.7%,,308.4,310.3,227.7,211.5,80.6,142.4,98,75.6,61.6,40.3,31.1
1417,Tatva Chintan Pharma,RoA Ann. %,-87.3%,-70.8%,,0.03%,3.60%,5.36%,14.71%,16.58%,14.25%,9.22%,8.14%,14.08%,10.40%,8.72%
1418,Tatva Chintan Pharma,ROE Ann. %,-87.5%,-73.5%,,0.04%,4.04%,8.01%,20.47%,31.71%,30.54%,22.89%,19.61%,34.95%,22.90%,22.61%
1419,Tatva Chintan Pharma,ROCE Ann. %,-78%,-62%,,0.24%,6.70%,9.95%,22.39%,32.97%,30.47%,24.53%,25.93%,42.96%,34.97%,35.94%
1420,Tatva Chintan Pharma,Profitability Ratio,,,,,,,,,,,,,,
1421,Tatva Chintan Pharma,Liquidity Ratio,,,,,,,,,,,,,,
1422,Tatva Chintan Pharma,Valuation Ratio,,,,,,,,,,,,,,
1423,Tatva Chintan Pharma,Total Debt to Total Equity Ann.,-30.7%,-32.2%,,0.1,0,0.3,0.3,0.5,0.7,1,0.9,0.9,0.7,0.8
1424,Zomato,BVSH Ann.,19.7%,-71.5%,,37.6,26.2,24.9,21.9,"250,146.1","20,048","98,817.2","41,492.3",,,"17,497.3"
1425,Zomato,RoA Ann. %,-,-,,5.46%,5.63%,0.53%,-6.27%,-10.12%,-82.10%,-14.95%,-5.18%,,,-10.51%
1426,Zomato,ROE Ann. %,-,-,,5.74%,6.01%,0.56%,-6.54%,-11.42%,-407.55%,-19.24%,-6.30%,,,-14.01%
1427,Zomato,ROCE Ann. %,-,-,,6.45%,6.23%,0.63%,-7.50%,-4.00%,-91.73%,-52.01%,-3.33%,,,-10.60%
1428,Zomato,Profitability Ratio,,,,,,,,,,,,,,
1429,Zomato,Liquidity Ratio,,,,,,,,,,,,,,
1430,Zomato,Valuation Ratio,,,,,,,,,,,,,,
1431,Zomato,Total Debt to Total Equity Ann.,,,,,,,,,,,,,,
1432,AA Plus Tradelink,BVSH Ann.,-51.3%,-32.7%,,1.8,16.5,15.8,15.6,13.3,13,25.4,24.9,,,
1433,AA Plus Tradelink,RoA Ann. %,6.3%,-3.9%,,1.14%,1.91%,1.33%,0.95%,0.83%,1.39%,1.05%,0.48%,,,
1434,AA Plus Tradelink,ROE Ann. %,-6.9%,-13.3%,,1.17%,3.81%,1.58%,1.45%,2.12%,2.39%,1.75%,1.06%,,,
1435,AA Plus Tradelink,ROCE Ann. %,-10.3%,-14.3%,,1.69%,5.47%,2.13%,2.34%,3.40%,3.65%,3.56%,1.59%,,,
1436,AA Plus Tradelink,Profitability Ratio,,,,,,,,,,,,,,
1437,AA Plus Tradelink,Liquidity Ratio,,,,,,,,,,,,,,
1438,AA Plus Tradelink,Valuation Ratio,,,,,,,,,,,,,,
1439,AA Plus Tradelink,Total Debt to Total Equity Ann.,,,,,0.1,0.2,0.3,0.2,0.2,,0.3,,,
1440,G R Infraprojects,BVSH Ann.,21.8%,22.8%,,815.4,744.2,539.4,451.3,372.8,291.6,220.8,158.6,234.9,216.9,176.3
1441,G R Infraprojects,RoA Ann. %,-10.1%,-9.1%,,8.23%,21.04%,10.98%,11.33%,12.27%,13.26%,13.28%,13.34%,24.82%,7.24%,3.09%
1442,G R Infraprojects,ROE Ann. %,-16.3%,-15.9%,,10.22%,27.48%,16.33%,17.43%,21.65%,24.36%,27.83%,25.53%,51.20%,18.75%,6.95%
1443,G R Infraprojects,ROCE Ann. %,-15.1%,-15.6%,,13.71%,14.39%,21.00%,22.40%,28.16%,31.98%,34.32%,29.27%,35.84%,25.50%,13.00%
1444,G R Infraprojects,Profitability Ratio,,,,,,,,,,,,,,
1445,G R Infraprojects,Liquidity Ratio,,,,,,,,,,,,,,
1446,G R Infraprojects,Valuation Ratio,,,,,,,,,,,,,,
1447,G R Infraprojects,Total Debt to Total Equity Ann.,-30.7%,-19.7%,,0.1,0.1,0.2,0.3,0.3,0.3,0.4,0.3,0.3,0.5,0.5
1448,Clean Science,BVSH Ann.,23.7%,-44.4%,,137.1,114.4,95.9,72.4,50.8,"2,578.7","1,917.2","1,324.6",,,
1449,Clean Science,RoA Ann. %,-9.7%,-10.9%,,18.21%,18.07%,26.19%,24.71%,30.04%,32.45%,29.63%,20.64%,,,
1450,Clean Science,ROE Ann. %,-12.3%,-13.2%,,20.06%,20.37%,29.79%,29.73%,36.73%,40.77%,35.62%,25.94%,,,
1451,Clean Science,ROCE Ann. %,-12.1%,-12.7%,,26.20%,26.54%,38.78%,38.60%,47.89%,51.64%,47.39%,35.37%,,,
1452,Clean Science,Profitability Ratio,,,,,,,,,,,,,,
1453,Clean Science,Liquidity Ratio,,,,,,,,,,,,,,
1454,Clean Science,Valuation Ratio,,,,,,,,,,,,,,
1455,Clean Science,Total Debt to Total Equity Ann.,,,,,,,,,0,0,,,,
1456,Focus Business,BVSH Ann.,-1.2%,-10.2%,,15.9,11.5,18.1,16.5,14.2,27.2,497.6,379.9,,,
1457,Focus Business,RoA Ann. %,24.9%,18.7%,,9.09%,8.65%,8.52%,4.66%,2.72%,3.85%,2.83%,3.18%,,,
1458,Focus Business,ROE Ann. %,25.5%,7.4%,,10.13%,12.55%,10.92%,5.13%,4.77%,7.09%,23.65%,28.92%,,,
1459,Focus Business,ROCE Ann. %,24.8%,5.2%,,13.46%,13.78%,14.67%,6.93%,6.70%,10.46%,25.65%,28.23%,,,
1460,Focus Business,Profitability Ratio,,,,,,,,,,,,,,
1461,Focus Business,Liquidity Ratio,,,,,,,,,,,,,,
1462,Focus Business,Valuation Ratio,,,,,,,,,,,,,,
1463,Focus Business,Total Debt to Total Equity Ann.,-,-,,0,0.2,0,0,0,0,0.2,0.1,,,
1464,Walpar Nutritions,BVSH Ann.,-10.2%,12%,,17.6,35,29.9,24.3,14.3,10,10,10,,,
1465,Walpar Nutritions,RoA Ann. %,48.8%,45%,,5.90%,4.25%,0.64%,1.79%,0.96%,0.92%,0.74%,0.08%,,,
1466,Walpar Nutritions,ROE Ann. %,64.7%,21.7%,,16.89%,11.15%,1.87%,3.78%,3.16%,6.32%,6.34%,0.42%,,,
1467,Walpar Nutritions,ROCE Ann. %,40.5%,-1.8%,,18.26%,15.42%,9.74%,6.59%,4.62%,20.02%,15.14%,14.98%,,,
1468,Walpar Nutritions,Profitability Ratio,,,,,,,,,,,,,,
1469,Walpar Nutritions,Liquidity Ratio,,,,,,,,,,,,,,
1470,Walpar Nutritions,Valuation Ratio,,,,,,,,,,,,,,
1471,Walpar Nutritions,Total Debt to Total Equity Ann.,7.7%,-27.5%,,0.5,0.6,0.9,0.4,1.1,2.5,3.4,1.8,,,
1472,India Pesticides,BVSH Ann.,12.1%,-60.5%,,78,71.7,67.1,55.4,34.8,"8,069.1","5,875.6",,,,
1473,India Pesticides,RoA Ann. %,-28.8%,-18%,,7.19%,6.00%,15.55%,19.94%,26.01%,19.35%,13.84%,,,,
1474,India Pesticides,ROE Ann. %,-28.3%,-19.8%,,9.14%,7.29%,18.52%,24.76%,34.53%,27.56%,23.48%,,,,
1475,India Pesticides,ROCE Ann. %,-27.6%,-18.9%,,12.58%,10.19%,25.01%,33.16%,45.18%,35.81%,32.32%,,,,
1476,India Pesticides,Profitability Ratio,,,,,,,,,,,,,,
1477,India Pesticides,Liquidity Ratio,,,,,,,,,,,,,,
1478,India Pesticides,Valuation Ratio,,,,,,,,,,,,,,
1479,India Pesticides,Total Debt to Total Equity Ann.,-,0%,,0.1,0,,0,0.1,0.1,0.3,,,,
1480,Krishna Institute,BVSH Ann.,-32%,-8.3%,,54.2,233.2,203.8,172.1,116.9,83.7,67.6,-39.7,45.3,37.1,276.3
1481,Krishna Institute,RoA Ann. %,-18.8%,-5.6%,,9.49%,9.82%,13.93%,17.74%,15.54%,12.64%,-5.09%,-10.29%,4.26%,3.09%,1.17%
1482,Krishna Institute,ROE Ann. %,-11.6%,-6.4%,,13.97%,12.60%,15.48%,20.20%,20.79%,19.41%,-8.66%,,9.91%,7.66%,3.10%
1483,Krishna Institute,ROCE Ann. %,-17.5%,-6.4%,,14.67%,14.71%,20.00%,26.17%,26.28%,20.38%,2.79%,36.25%,14.05%,14.86%,9.70%
1484,Krishna Institute,Profitability Ratio,,,,,,,,,,,,,,
1485,Krishna Institute,Liquidity Ratio,,,,,,,,,,,,,,
1486,Krishna Institute,Valuation Ratio,,,,,,,,,,,,,,
1487,Krishna Institute,Total Debt to Total Equity Ann.,-,8.4%,,0.3,0.2,,0,0.1,0.2,0.3,-1.2,0.6,0.7,0.9
1488,Times Green Energy,BVSH Ann.,82.9%,71.3%,,205,38.8,36,33.5,15.6,13.9,12.7,16.8,,,
1489,Times Green Energy,RoA Ann. %,-33.5%,-25.5%,,0.76%,0.85%,1.07%,2.58%,1.62%,3.31%,4.03%,2.05%,,,
1490,Times Green Energy,ROE Ann. %,-44.6%,-34.2%,,1.09%,7.32%,6.86%,6.41%,10.60%,8.87%,7.71%,19.19%,,,
1491,Times Green Energy,ROCE Ann. %,-35.2%,-28.6%,,2.33%,1.99%,1.69%,8.55%,12.72%,12.54%,10.17%,29.34%,,,
1492,Times Green Energy,Profitability Ratio,,,,,,,,,,,,,,
1493,Times Green Energy,Liquidity Ratio,,,,,,,,,,,,,,
1494,Times Green Energy,Valuation Ratio,,,,,,,,,,,,,,
1495,Times Green Energy,Total Debt to Total Equity Ann.,,,,0.1,0.3,,,0.1,0.1,0.1,1.8,,,
1496,Dodla Dairy,BVSH Ann.,17.1%,24.4%,,212.5,174.2,148.4,132.4,103.6,71.3,71.3,"1,047.2",881.4,745.7,662.6
1497,Dodla Dairy,RoA Ann. %,5.8%,33.2%,,16.08%,11.81%,8.52%,13.59%,12.00%,3.84%,7.23%,8.41%,8.43%,8.16%,3.73%
1498,Dodla Dairy,ROE Ann. %,3.5%,21.9%,,19.26%,14.84%,10.75%,17.35%,17.93%,7.17%,13.19%,14.74%,15.38%,14.56%,7.06%
1499,Dodla Dairy,ROCE Ann. %,6.5%,15.4%,,24.55%,19.29%,12.59%,20.30%,24.75%,11.97%,16.54%,21.58%,21.67%,29.94%,9.74%
1500,Dodla Dairy,Profitability Ratio,,,,,,,,,,,,,,
1501,Dodla Dairy,Liquidity Ratio,,,,,,,,,,,,,,
1502,Dodla Dairy,Valuation Ratio,,,,,,,,,,,,,,
1503,Dodla Dairy,Total Debt to Total Equity Ann.,,,,,,,,0.1,0.3,0.4,0.3,0.4,0.4,0.6
1504,Adeshwar Meditex,BVSH Ann.,6%,-6.4%,,25.6,24.2,22.8,21.5,19.5,35.7,31.7,27.2,22.3,24.5,20.7
1505,Adeshwar Meditex,RoA Ann. %,33.4%,-6.7%,,2.59%,3.13%,3.09%,1.09%,2.69%,3.67%,5.44%,7.83%,4.96%,4.44%,6.43%
1506,Adeshwar Meditex,ROE Ann. %,25.5%,-13.9%,,5.06%,5.75%,6.30%,2.56%,8.14%,10.70%,14.31%,18.77%,13.48%,15.27%,17.53%
1507,Adeshwar Meditex,ROCE Ann. %,5%,-12.8%,,10.49%,12.96%,13.89%,9.06%,17.68%,20.82%,24.87%,35.99%,25.42%,25.94%,20.95%
1508,Adeshwar Meditex,Profitability Ratio,,,,,,,,,,,,,,
1509,Adeshwar Meditex,Liquidity Ratio,,,,,,,,,,,,,,
1510,Adeshwar Meditex,Valuation Ratio,,,,,,,,,,,,,,
1511,Adeshwar Meditex,Total Debt to Total Equity Ann.,-20.6%,-22.9%,,0.3,0.4,0.4,0.6,1,1.1,1.3,0.9,1.1,0.8,0.9
1512,Sona BLW Precision,BVSH Ann.,37.2%,-18.1%,,88.4,47.8,39.1,34.2,21.5,239.8,153.8,,,,
1513,Sona BLW Precision,RoA Ann. %,-12.9%,11.4%,,9.19%,13.38%,12.91%,13.92%,10.65%,5.36%,13.61%,,,,
1514,Sona BLW Precision,ROE Ann. %,-15.4%,8%,,10.94%,19.51%,17.26%,18.07%,15.29%,7.43%,23.59%,,,,
1515,Sona BLW Precision,ROCE Ann. %,-10.5%,10.6%,,14.15%,22.05%,21.09%,19.76%,17.95%,8.54%,33.39%,,,,
1516,Sona BLW Precision,Profitability Ratio,,,,,,,,,,,,,,
1517,Sona BLW Precision,Liquidity Ratio,,,,,,,,,,,,,,
1518,Sona BLW Precision,Valuation Ratio,,,,,,,,,,,,,,
1519,Sona BLW Precision,Total Debt to Total Equity Ann.,-20.6%,-19.7%,,,0.1,0.1,0,0.2,0.2,0.3,,,,
1520,Shyam Metalics,BVSH Ann.,38.4%,35.3%,,379.3,371.1,151,143.1,100.9,83.8,79.2,334.2,273.7,,
1521,Shyam Metalics,RoA Ann. %,-30.9%,12.1%,,5.56%,7.17%,5.47%,16.88%,13.40%,3.14%,10.53%,12.51%,2.64%,,
1522,Shyam Metalics,ROE Ann. %,-27.1%,9.8%,,8.60%,10.72%,7.76%,22.19%,18.61%,5.38%,15.40%,18.04%,3.99%,,
1523,Shyam Metalics,ROCE Ann. %,-25.5%,13.3%,,11.82%,9.98%,8.10%,28.64%,22.00%,6.34%,16.00%,12.79%,4.14%,,
1524,Shyam Metalics,Profitability Ratio,,,,,,,,,,,,,,
