,Company,Indicator,CAGR 3 Yrs,CAGR 5 Yrs,TTM,Mar '25,Mar '24,Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,Mar '18,Mar '17,Mar '16,Mar '15
235,DU Digital Global,Net Cash Flow Ann.,-,-,,,7.8,-0.1,0.6,-0.4,-0.8,-1.5,-3.1,,,
236,Chemplast Sanmar,Cash from Operating Act. Ann.,-20.2%,5.7%,,218.8,-98,270.6,430,411.1,166.1,-,-,-,-,112.8
237,Chemplast Sanmar,Cash from Investing Act. Ann.,-,-,,-349.4,-537.2,-286.3,-50.9,-79.6,-437.7,-,-,-,-,5
238,Chemplast Sanmar,Cash from Financing Act. Ann.,-,-3.3%,,252.2,405.6,170.6,-95.9,-332.8,298.1,-,-,-,-,178
239,Chemplast Sanmar,Net Cash Flow Ann.,-24.5%,35.6%,,121.7,-229.5,155,283.3,-1.3,26.5,-,-,-,-,295.9
240,Nuvoco Vistas,Cash from Operating Act. Ann.,9.6%,1.4%,,"1,099.5","1,048.3","1,023",834.7,"1,386.2","1,025.4",-,-,-,-,-
241,Nuvoco Vistas,Cash from Investing Act. Ann.,-,-,,-254.9,-410.3,-134.5,-209.4,"-3,799",-80.2,-,-,-,-,-
242,Nuvoco Vistas,Cash from Financing Act. Ann.,-,-,,-767.7,-732.9,-773.6,-980.7,"2,574.6",-559.1,-,-,-,-,-
243,Nuvoco Vistas,Net Cash Flow Ann.,-,-27.6%,,77,-94.9,114.8,-355.4,161.8,386.2,-,-,-,-,-
244,CarTrade Tech,Cash from Operating Act. Ann.,119.4%,185.6%,,171,15.9,8,16.2,14.8,0.9,0.2,-15.7,-36.6,,
245,CarTrade Tech,Cash from Investing Act. Ann.,-,-,,-137.6,-110.1,-17.4,-251.4,-329.3,-0.5,8.3,17.9,-243.2,,
246,CarTrade Tech,Cash from Financing Act. Ann.,-,-,,-26.8,-32.9,-0.5,243.7,317.3,-4.2,,,275.9,,
247,CarTrade Tech,Net Cash Flow Ann.,-8.1%,-,,6.6,-127.2,-10,8.5,2.9,-3.9,8.5,2.2,-3.9,,
248,Windlas Biotech,Cash from Operating Act. Ann.,95.7%,26.7%,,68.2,109,61,9.1,11.5,20.9,22.1,,,,
249,Windlas Biotech,Cash from Investing Act. Ann.,-,-,,-74.1,-92.1,-14.1,-154.6,-20.2,-9.2,-6.6,,,,
250,Windlas Biotech,Cash from Financing Act. Ann.,-80.3%,-,,1,-15.3,-43.7,130.1,0.8,-6.5,-8.2,,,,
251,Windlas Biotech,Net Cash Flow Ann.,-,-,,-4.9,1.6,3.1,-15.4,-8,5.2,7.3,,,,
252,Exxaro Tiles,Cash from Operating Act. Ann.,-2.1%,32.5%,,23.3,5.3,23.2,24.8,37.8,5.7,32.1,-,,,
253,Exxaro Tiles,Cash from Investing Act. Ann.,-,-,,-4.8,5.7,-66.7,-9.2,-1.7,-2.5,-2.3,-,,,
254,Exxaro Tiles,Cash from Financing Act. Ann.,-,-,,-17.3,-10.7,27.8,-1.5,-34.4,-4.2,-35.8,-,,,
255,Exxaro Tiles,Net Cash Flow Ann.,-54.8%,-,,1.3,0.3,-15.7,14.1,1.7,-1,-6,-,,,
256,Devyani Intl,Cash from Operating Act. Ann.,19.8%,22.4%,,662.5,586.6,554.3,385.2,158.1,241,-,-,-,-,-
257,Devyani Intl,Cash from Investing Act. Ann.,-,-,,-322.9,-737.5,-301.8,-363.5,-302.3,-115.9,-,-,-,-,-
258,Devyani Intl,Cash from Financing Act. Ann.,-,-,,-327.1,109.2,-243.4,-9.9,170.1,-139.5,-,-,-,-,-
259,Devyani Intl,Net Cash Flow Ann.,1.9%,-,,12.5,-41.7,9.1,11.8,25.9,-14.4,-,-,-,-,-
260,Krsnaa Diagnostics,Cash from Operating Act. Ann.,-12.1%,16.1%,,87.3,24.3,75.5,128.7,102.6,41.4,61.1,52.5,62.2,,
261,Krsnaa Diagnostics,Cash from Investing Act. Ann.,-,-,,-99.6,-128.9,-108.5,-241.1,-61.1,-79.3,-201.4,-90.8,-25.8,,
262,Krsnaa Diagnostics,Cash from Financing Act. Ann.,-57.2%,-18.2%,,13.8,84.2,-33.1,176,30.8,37.7,144.8,41.1,-36.6,,
263,Krsnaa Diagnostics,Net Cash Flow Ann.,-71.3%,-,,1.5,-20.3,-66.2,63.7,72.3,-0.2,4.5,2.9,-0.2,,
264,Rex Pipes and Cables,Cash from Operating Act. Ann.,1.5%,-23.4%,,2.3,2.5,5.3,2.2,-3.4,8.7,2.5,3.4,,,
265,Rex Pipes and Cables,Cash from Investing Act. Ann.,-,-,,-1.1,-1.3,-2.2,-1.9,-0.7,-0.3,-4.4,-5.6,,,
266,Rex Pipes and Cables,Cash from Financing Act. Ann.,-,-,,-3.6,-0.8,-4,2.9,4.2,-8.6,1.9,2.4,,,
267,Rex Pipes and Cables,Net Cash Flow Ann.,-,-,,-2.4,0.4,-0.9,3.3,0.1,-0.2,0,0.2,,,
268,Network People,Cash from Operating Act. Ann.,-,56.5%,,29.1,42.9,12,-7.4,2.3,3.1,1,,,,
269,Network People,Cash from Investing Act. Ann.,-,-,,8.4,0.5,-5.7,-5.5,-2.5,-2.8,-1.9,,,,
270,Network People,Cash from Financing Act. Ann.,-20.4%,-,,6.8,0.7,0.2,13.5,0.3,-0,,,,,
271,Network People,Net Cash Flow Ann.,345.5%,171.4%,,44.2,44,6.5,0.5,0.1,0.3,-0.9,,,,
272,Rolex Rings,Cash from Operating Act. Ann.,56.8%,4.3%,,227.2,221.4,213.5,58.9,59.2,183.8,193.8,,,,
273,Rolex Rings,Cash from Investing Act. Ann.,-,-,,-191.1,-158.1,-44.1,-67.8,-36.3,-14.2,-36.4,,,,
274,Rolex Rings,Cash from Financing Act. Ann.,-,-,,-6.2,-66.2,-151.4,8,-19.5,-168.5,-158,,,,
275,Rolex Rings,Net Cash Flow Ann.,-,93.7%,,30,-2.8,17.9,-0.9,3.4,1.1,-0.6,,,,
276,Gretex Corporate,Cash from Operating Act. Ann.,-48.5%,-,,0.3,2.5,9,2.2,0.8,-0.5,0.2,-0.4,2.2,-1.1,-0.8
277,Gretex Corporate,Cash from Investing Act. Ann.,-,-,,-22.5,-28,-7.1,-4.7,-1,-0.3,-0.4,0.7,-2.7,-0.2,-0.1
278,Gretex Corporate,Cash from Financing Act. Ann.,108.5%,101.1%,,26.3,26,-2.2,2.9,0.3,0.8,0.4,-0.4,-1.3,3,
279,Gretex Corporate,Net Cash Flow Ann.,117.2%,-,,4.1,0.5,-0.2,0.4,0.1,0,0.1,-0,-1.8,1.7,-0.9
280,Alivus Life Sciences,Cash from Operating Act. Ann.,-13.1%,15%,,391.5,413.5,313.4,597.6,388.1,195,10.4,-0.5,,,
281,Alivus Life Sciences,Cash from Investing Act. Ann.,-,-,,-615.6,-116.5,-154.1,-122.2,-68.7,-50.5,-8.9,,,,
282,Alivus Life Sciences,Cash from Financing Act. Ann.,-,-,,-6.2,-279.4,-387.6,-78.8,-213.8,-136.6,0.5,0.5,,,
283,Alivus Life Sciences,Net Cash Flow Ann.,-,-,,-230.4,17.6,-228.3,396.6,105.6,7.9,2,,,,
284,Tatva Chintan Pharma,Cash from Operating Act. Ann.,6.3%,-0.6%,,23.9,102.8,23.7,19.9,22.8,24.6,-,-,-,-,-
285,Tatva Chintan Pharma,Cash from Investing Act. Ann.,-,-,,-65.3,-120.5,-101.1,-196.8,-20.4,-40.2,-,-,-,-,-
286,Tatva Chintan Pharma,Cash from Financing Act. Ann.,-58.7%,11.3%,,16.6,30.5,37.8,235,-8.6,9.7,-,-,-,-,-
287,Tatva Chintan Pharma,Net Cash Flow Ann.,-,-,,-24.8,12.8,-39.6,58.1,-6.2,-5.9,-,-,-,-,-
288,Zomato,Cash from Operating Act. Ann.,-,-,,"1,614","1,379",225,-508.6,-316.4,"-2,073.9","-1,667",-61.7,,,-60.2
289,Zomato,Cash from Investing Act. Ann.,-,-,,"-9,752","-1,301",-382.4,"-8,130.8","-6,078.6","1,642.9","-1,394.9",-895.3,,,-435.4
290,Zomato,Cash from Financing Act. Ann.,-1.4%,87.5%,,"8,388",-20,-14.8,"8,762.8","6,474.5",362.3,"3,150.3",969,,,477.2
291,Zomato,Net Cash Flow Ann.,26.5%,-,,250,58,-172.2,123.4,79.5,-68.8,88.4,12.1,,,-18.5
292,AA Plus Tradelink,Cash from Operating Act. Ann.,-,-,,-27.4,0.8,1.1,-9.3,-1,-1.6,0.2,-1.1,,,
293,AA Plus Tradelink,Cash from Investing Act. Ann.,-,-,,-0.1,-0.1,,0.8,0.8,0.8,0.8,0.4,,,
294,AA Plus Tradelink,Cash from Financing Act. Ann.,47.3%,98.6%,,27.8,-0.6,-1.4,8.7,0.2,0.9,-1,0.6,,,
295,AA Plus Tradelink,Net Cash Flow Ann.,0%,-,,0.3,0.1,-0.3,0.3,-0,0,0,-0.1,,,
296,G R Infraprojects,Cash from Operating Act. Ann.,15.7%,0.9%,,868.2,847.5,764.4,560.6,447.4,831.2,651.6,-4.1,376.7,-,-
297,G R Infraprojects,Cash from Investing Act. Ann.,-,-,,-256.6,-264.8,-645.5,-237.3,-825.8,-319.3,-906,-631.7,123.2,-,-
298,G R Infraprojects,Cash from Financing Act. Ann.,-,-,,-437.4,-424.3,-126.4,-380.7,131.7,-45,273.1,126.3,-18.2,-,-
299,G R Infraprojects,Net Cash Flow Ann.,-,-17.9%,,174.2,158.4,-7.6,-57.4,-246.7,466.9,18.8,-509.6,481.8,-,-
300,Clean Science,Cash from Operating Act. Ann.,30%,11.8%,,279.4,277.4,299.2,127.3,193.1,160,84.9,-,,,
301,Clean Science,Cash from Investing Act. Ann.,-,-,,-221.2,-227.6,-244.6,-123.6,-186.2,-107.3,-95.2,-,,,
302,Clean Science,Cash from Financing Act. Ann.,-,-,,-52.4,-53.1,-55,-0.2,-5.9,-55.4,-10.8,-,,,
303,Clean Science,Net Cash Flow Ann.,18.3%,-,,5.8,-3.3,-0.4,3.5,1,-2.7,-21.1,-,,,
304,Focus Business,Cash from Operating Act. Ann.,-,-,,1.3,-1,1,-1.2,0.9,-1,0.3,1,,,
305,Focus Business,Cash from Investing Act. Ann.,-,-,,-0.6,-0.5,-0.4,-0.5,-0.3,-0.4,-0.4,-0.2,,,
306,Focus Business,Cash from Financing Act. Ann.,-5.4%,-3.3%,,1.1,0.9,-0.1,1.3,-0.1,1.3,0,0,,,
307,Focus Business,Net Cash Flow Ann.,-,-,,1.8,-0.6,0.5,-0.4,0.5,-0.1,-0,0.9,,,
308,Walpar Nutritions,Cash from Operating Act. Ann.,-,-,,4.1,5.4,1.1,-0.3,1.4,-0.8,-1.3,-0.1,,,
309,Walpar Nutritions,Cash from Investing Act. Ann.,-,-,,-2.3,-3.6,-3.4,-4.6,-0.7,-0.7,-0.3,-0.5,,,
310,Walpar Nutritions,Cash from Financing Act. Ann.,-,-,,-0.7,-1.8,2.4,4.3,-0.1,1.1,2.1,0.8,,,
311,Walpar Nutritions,Net Cash Flow Ann.,-,-,,1.1,-0,0.1,-0.6,0.6,-0.4,0.5,0.1,,,
312,India Pesticides,Cash from Operating Act. Ann.,-67.1%,-48.6%,,2.7,114.6,45.4,75.8,83.3,75.2,-3.4,,,,
313,India Pesticides,Cash from Investing Act. Ann.,-,-,,0.7,-119.6,-24.3,-133.4,-84,-31.1,-6.6,,,,
314,India Pesticides,Cash from Financing Act. Ann.,-35.4%,-,,19.2,2.8,-24.8,71.1,-4.1,-39,9.3,,,,
315,India Pesticides,Net Cash Flow Ann.,18.4%,34.7%,,22.6,-2.2,-3.7,13.6,-4.8,5.1,-0.7,,,,
316,Krishna Institute,Cash from Operating Act. Ann.,1.1%,12.8%,,293.6,262.4,270,284.4,291.4,160.6,101.6,94.2,77.9,91.1,17.1
317,Krishna Institute,Cash from Investing Act. Ann.,-,-,,-626.6,-568.7,-236.6,-375.1,-316.6,-108,-91.7,-52,-98.9,-38.5,-25.4
318,Krishna Institute,Cash from Financing Act. Ann.,64.5%,-,,338.6,288.6,-15.1,76,25.4,-24.4,-12.2,-41.7,26,-62.4,11.3
319,Krishna Institute,Net Cash Flow Ann.,-,-27.6%,,5.6,-17.6,18.2,-14.7,0.1,28.2,-2.2,0.5,4.9,-9.8,3
320,Times Green Energy,Cash from Operating Act. Ann.,-,-,,-1.2,-1,0.5,-2.2,0,-0.1,-0.3,0.2,,,
321,Times Green Energy,Cash from Investing Act. Ann.,-,-,,-0,-1.4,-1.4,-0.4,,,,,,,
322,Times Green Energy,Cash from Financing Act. Ann.,-32.5%,64.4%,,1.2,2.4,,3.9,,0.1,0.1,-0,,,
323,Times Green Energy,Net Cash Flow Ann.,-,-,,0,0,-0.9,1.2,0,0,-0.2,0.2,,,
324,Dodla Dairy,Cash from Operating Act. Ann.,49%,35.9%,,478.9,-14.9,139.9,144.9,216.8,103.5,118,82.8,60.9,131.6,-41.5
325,Dodla Dairy,Cash from Investing Act. Ann.,-,-,,-469.6,31.6,-165.8,-129,-166.1,-44.8,-140.5,-61,-81,-96.9,-33.9
326,Dodla Dairy,Cash from Financing Act. Ann.,-,-,,-3.5,-3.5,-3.3,-48.8,10.7,-25.5,61.9,-40.1,17.8,-35.7,43.6
327,Dodla Dairy,Net Cash Flow Ann.,-,-29.4%,,5.8,13.2,-29.2,-32.9,61.5,33.1,39.4,-18.3,-2.3,-1,-31.8
328,Adeshwar Meditex,Cash from Operating Act. Ann.,-,50%,,3.8,3.8,5.9,-2.4,3.2,0.5,-5.4,-0.2,-3.5,0.5,
329,Adeshwar Meditex,Cash from Investing Act. Ann.,-,-,,0.5,-0.2,-1.2,-1.2,-0.9,-0.1,-0.5,-0.3,-0.6,-0.2,
330,Adeshwar Meditex,Cash from Financing Act. Ann.,-,-,,-2.7,-4.4,-4.8,4.4,-3,-0.2,6.3,1.6,3.7,-1.9,
331,Adeshwar Meditex,Net Cash Flow Ann.,23.6%,41.5%,,1.7,-0.8,-0,0.9,-0.7,0.3,0.5,1.2,-0.4,-1.6,
332,Sona BLW Precision,Cash from Operating Act. Ann.,20.4%,37%,,775.2,692.8,533.3,444.6,215.7,160.9,142.6,,,,
333,Sona BLW Precision,Cash from Investing Act. Ann.,-,-,,"-1,765.4",-471.5,-562.9,-353.4,-162.1,-886.1,-113.2,,,,
334,Sona BLW Precision,Cash from Financing Act. Ann.,-,20.7%,,"1,943.6",-174.8,18.7,-63.7,-88,759.5,-31.3,,,,
335,Sona BLW Precision,Net Cash Flow Ann.,226.1%,94.4%,,953.5,46.5,-10.9,27.5,-34.5,34.3,-1.9,,,,
336,Shyam Metalics,Cash from Operating Act. Ann.,42.3%,162.4%,,"1,964.2","1,794.4",562.3,681.3,599.4,15.8,393.2,302.5,134.5,,
337,Shyam Metalics,Cash from Investing Act. Ann.,-,-,,"-1,904.5","-2,761.6",-620.7,-955.2,-114.1,-206.7,-450.7,-342.5,-89.4,,
338,Shyam Metalics,Cash from Financing Act. Ann.,-,-,,-36,915.9,61.7,294.3,-466.3,191.2,80.1,20,-33,,
339,Shyam Metalics,Net Cash Flow Ann.,5.1%,139.6%,,23.7,-51.4,3.3,20.4,19.1,0.3,22.5,-20,12.1,,
340,Navoday Enterprises,Cash from Operating Act. Ann.,-,-,,,0,-0.1,-4.3,-0,0.6,0.1,0.9,,,
341,Navoday Enterprises,Cash from Investing Act. Ann.,-,-,,,,,4.6,,0,,-1,,,
342,Navoday Enterprises,Cash from Financing Act. Ann.,-,-,,,,,,,,,,,,
343,Navoday Enterprises,Net Cash Flow Ann.,-,-,,,0,-0.1,0.3,-0,0.6,0.1,-0.1,,,
344,Abhishek Integrations,Cash from Operating Act. Ann.,-,61.5%,,1.1,0.7,-2,-1.1,-1.7,0.1,-0,,,,
345,Abhishek Integrations,Cash from Investing Act. Ann.,-,-,,-0.1,0.5,0.8,-2.8,-0.3,,,,,,
346,Abhishek Integrations,Cash from Financing Act. Ann.,-,-,,-1.3,-0.9,1.3,3.9,2.1,-0.1,0.1,0,,,
347,Abhishek Integrations,Net Cash Flow Ann.,-,-,,-0.2,0.3,0.1,-0,0.1,0.1,0.1,0,,,
348,Kuberan Global Edu,Cash from Operating Act. Ann.,-,-,,-0.2,0.5,0.3,,0.2,0.2,0.1,0.3,,,
349,Kuberan Global Edu,Cash from Investing Act. Ann.,-,-,,,-0.4,-0.4,-1,-0.2,-0.2,-0.6,,,,
350,Kuberan Global Edu,Cash from Financing Act. Ann.,-,-,,,,,1.1,,-0,0.4,0.3,,,
351,Kuberan Global Edu,Net Cash Flow Ann.,-,-,,-0.2,0.1,-0.1,0.1,0,-0,-0.2,0.6,,,
352,Macrotech Developers,Cash from Operating Act. Ann.,-18.1%,-10%,,"1,182.6","1,779.8","1,107.6","2,150.4","3,818.2","2,000.3",948.4,-294.4,157.2,617.1,412.8
353,Macrotech Developers,Cash from Investing Act. Ann.,-,-,,-217.8,"-1,930.7","1,689.7","-1,788.1",83.7,-146.7,276.3,-715.6,"2,683.8",990.5,"-2,613.4"
354,Macrotech Developers,Cash from Financing Act. Ann.,-,-,,"-1,940.8",667.3,"-1,857.2",-228.9,"-3,808.1","-1,984.6","-1,144.8",971.8,"-2,866.2","-1,703.3","2,159.9"
355,Macrotech Developers,Net Cash Flow Ann.,-,-,,-976,516.4,940.1,133.4,93.8,-131,80,-38.3,-25.3,-95.7,-40.7
356,Jetmall Spices,Cash from Operating Act. Ann.,-,-,,-0.3,0.7,0.2,-5.3,2,5.4,0.4,-0.7,,,
357,Jetmall Spices,Cash from Investing Act. Ann.,-,-,,0,-0.1,0.2,-0,0,0,,-0,,,
358,Jetmall Spices,Cash from Financing Act. Ann.,-,-,,,,-0.4,5.1,-2.4,-6.9,1.7,0.6,,,
359,Jetmall Spices,Net Cash Flow Ann.,-,-,,-0.3,0.6,-0,-0.2,-0.4,-1.5,2.1,-0.2,,,
360,Rajeshwari Cans,Cash from Operating Act. Ann.,-,24.2%,,5.9,2.4,3.3,-1.8,1,2,0.5,1.3,,,
361,Rajeshwari Cans,Cash from Investing Act. Ann.,-,-,,-7.3,-1.7,-3.7,-0.3,-1.9,-0.5,-0.8,-1.4,,,
362,Rajeshwari Cans,Cash from Financing Act. Ann.,-16.1%,-,,1.3,-0.7,-0,2.2,0.9,-1,-0.3,0.3,,,
363,Rajeshwari Cans,Net Cash Flow Ann.,-,-,,-0.1,0,-0.4,0.1,-0,0.5,-0.6,0.2,,,
364,V-Marc,Cash from Operating Act. Ann.,-,21.8%,,22.5,47.7,33.7,-3.4,2.1,8.4,3.7,0.9,3.2,,
365,V-Marc,Cash from Investing Act. Ann.,-,-,,-61,-59.6,-33.3,-19.4,-2,-6.2,-7.4,-1.3,-3.7,,
366,V-Marc,Cash from Financing Act. Ann.,20.4%,-,,39.8,12.1,-0.5,22.8,-1.1,-1.2,3.7,0.5,0.4,,
367,V-Marc,Net Cash Flow Ann.,135.1%,5.4%,,1.3,0.2,-0.1,0.1,-1,1,-0.1,0.1,-0.1,,
368,Barbeque-Nation,Cash from Operating Act. Ann.,58%,-3.6%,,147.1,163.4,184.2,37.3,60,176.9,144.5,78.4,61.6,50.1,31.3
369,Barbeque-Nation,Cash from Investing Act. Ann.,-,-,,-69,-75.5,-127,-149.5,-15.5,-165.5,-139.7,-80.9,-87.8,-67.2,-26.7
370,Barbeque-Nation,Cash from Financing Act. Ann.,-,-,,-90.8,-90.9,-102,-67.5,185.5,-5.7,-33.6,30.9,28.9,14,-10.2
371,Barbeque-Nation,Net Cash Flow Ann.,-,-,,-12.8,-3,-44.8,-179.6,229.9,5.8,-28.8,28.4,2.8,-3.2,-5.7
372,Siddhika Coatings,Cash from Operating Act. Ann.,10.1%,9.9%,,4.8,4.2,4.9,3.6,0.4,3,1.4,0.8,,,
373,Siddhika Coatings,Cash from Investing Act. Ann.,-,-,,-4.3,-5.1,-2.7,-2.1,-2.3,-1.2,-0.1,-0.1,,,
374,Siddhika Coatings,Cash from Financing Act. Ann.,-,-,,-1,-1,-1.1,4,-0,-0.6,-0.4,-0.3,,,
375,Siddhika Coatings,Net Cash Flow Ann.,-,-,,-0.6,-1.8,1.1,5.5,-1.9,1.3,0.8,0.4,,,
376,EKI Energy Services,Cash from Operating Act. Ann.,11.9%,47.5%,,42.6,165.3,141.3,30.4,15.7,6.1,0.2,0.5,,,
377,EKI Energy Services,Cash from Investing Act. Ann.,-,-,,-0,-97,-167.9,-50.7,-2.1,-4.5,0.1,0.5,,,
378,EKI Energy Services,Cash from Financing Act. Ann.,-,-,,-14.6,-60.7,52.8,14.2,0.1,-0.3,-0.1,-0.6,,,
379,EKI Energy Services,Net Cash Flow Ann.,-,84.8%,,28,7.6,26.2,-6.2,13.7,1.3,0.2,0.4,,,
380,Niks Technology,Cash from Operating Act. Ann.,-,-,,-0.5,-2.2,0.8,-0.1,0.6,0.2,0,0,,,
381,Niks Technology,Cash from Investing Act. Ann.,-,-,,-0.1,-0,-0.3,-0.3,-0.4,-0.1,,,,,
382,Niks Technology,Cash from Financing Act. Ann.,-,-,,1.3,2.7,,,0.7,,-0,-0,,,
383,Niks Technology,Net Cash Flow Ann.,-,-,,0.8,0.5,0.6,-0.4,0.8,0,-0,0,,,
384,Nazara Technologies,Cash from Operating Act. Ann.,-,51.9%,,65.5,90.8,-17.6,-48,48.8,8.1,3.3,-7.6,8.3,,
385,Nazara Technologies,Cash from Investing Act. Ann.,-,-,,"-1,134",-603,-24.2,-320.8,-157.9,-4.3,-14.9,-43.6,-10.6,,
386,Nazara Technologies,Cash from Financing Act. Ann.,36.8%,-,,804.9,946.3,38.9,314.3,107.8,-2.6,11.7,45.9,,,
387,Nazara Technologies,Net Cash Flow Ann.,-,-,,-263.5,434.1,-2.9,-54.5,-1.3,1.2,0.2,-5.3,-2.4,,
388,Suryoday Small Finance Bank,Cash from Operating Act. Ann.,-,20.2%,,"1,320",934.7,-97.7,-346.5,-876.3,525.8,-548,457.6,-230.6,-350.3,
389,Suryoday Small Finance Bank,Cash from Investing Act. Ann.,-,-,,"-1,059",-263.4,-265.7,-157.6,-280,-166.8,-13.6,-84.3,-120.1,-2.1,
390,Suryoday Small Finance Bank,Cash from Financing Act. Ann.,-32.8%,5%,,268.3,-321.9,213.5,885,915,210.1,658.1,-285.3,349.8,399.4,
391,Suryoday Small Finance Bank,Net Cash Flow Ann.,11.6%,-1.4%,,529.3,349.5,-149.9,380.9,-241.4,569.1,96.6,88,-0.9,47.1,-
392,Kalyan Jewellers,Cash from Operating Act. Ann.,123.3%,50.6%,,"1,209.4","1,321.8",714.6,108.6,515.9,156.2,-26.3,969.1,49.9,,
393,Kalyan Jewellers,Cash from Investing Act. Ann.,-,-,,-176.6,-137,-361.8,144,-309.9,3.9,143.5,-298,-115.1,,
394,Kalyan Jewellers,Cash from Financing Act. Ann.,-,-,,-840.2,"-1,148",-375.9,-473.8,-22.5,-125.8,-141.8,-619.4,70.3,,
395,Kalyan Jewellers,Net Cash Flow Ann.,-,41.2%,,192.6,36.8,-23,-221.2,183.5,34.3,-24.7,51.7,5.1,,
396,Craftsman Automation,Cash from Operating Act. Ann.,-4.2%,-1.5%,,283.3,513.3,565.8,322.4,356.1,306.1,336.2,272.9,254.9,,
397,Craftsman Automation,Cash from Investing Act. Ann.,-,-,,"-1,668.3",-625.9,-704.7,-206.1,-92.2,-137.6,-354.6,-222.4,-318.5,,
398,Craftsman Automation,Cash from Financing Act. Ann.,-,-,,"1,393.4",148.2,131.1,-120,-296,-128,3.4,-39.2,78.2,,
399,Craftsman Automation,Net Cash Flow Ann.,-,-26.8%,,8.5,35.6,-7.8,-3.7,-32.2,40.5,-15,11.3,14.6,,
400,Laxmi Organic Ind,Cash from Operating Act. Ann.,25.1%,-3.2%,,114.5,521.5,161.3,58.5,122.1,134.6,194.1,-0.2,143.2,84.5,138.2
401,Laxmi Organic Ind,Cash from Investing Act. Ann.,-,-,,-273.6,-498.4,-362.4,37.4,-602.3,-2.6,-121,-81.4,-36.3,-29.4,-63.6
402,Laxmi Organic Ind,Cash from Financing Act. Ann.,-,-,,91.5,-9.3,240.7,-79.5,485,-115.3,-69.6,81.8,-108.9,-52.7,-71.9
403,Laxmi Organic Ind,Net Cash Flow Ann.,-,-,,-67.7,13.8,39.6,16.4,4.8,16.7,3.6,0.3,-2,2.3,2.8
404,Anupam Rasayan,Cash from Operating Act. Ann.,-,-,,-64.8,21.8,244,-171.5,0.9,94.8,42.4,-7.7,17.1,68.8,68.5
405,Anupam Rasayan,Cash from Investing Act. Ann.,-,-,,-286.3,-361.6,-477.9,-411.9,-192.5,-178,-260.8,-246.6,-93.1,-168.5,-87.8
406,Anupam Rasayan,Cash from Financing Act. Ann.,-20.7%,13.5%,,191.6,397.6,375.5,384.4,415.8,101.9,209.4,254.1,73,99.8,8.9
407,Anupam Rasayan,Net Cash Flow Ann.,-,-,,-159.6,57.7,141.6,-199,224.2,18.6,-9,-0.1,-3.1,0.1,-10.5
408,Knowledge Marine Engg,Cash from Operating Act. Ann.,24.9%,125.1%,,57.8,41.3,18.1,29.7,4.8,1,,3.3,0.4,,
409,Knowledge Marine Engg,Cash from Investing Act. Ann.,-,-,,-127,-32,-24,-28.6,-4.2,-9.4,,-6.1,-0.6,,
410,Knowledge Marine Engg,Cash from Financing Act. Ann.,104.7%,101.7%,,63.5,-17.5,40.8,7.4,9.2,1.9,,2.8,0.3,,
411,Knowledge Marine Engg,Net Cash Flow Ann.,-,-,,-5.6,-8.2,34.9,8.5,9.9,-6.5,,-0.1,0.1,,
412,Easy Trip Planners,Cash from Operating Act. Ann.,135.1%,18.5%,,111.8,124.1,-119.4,8.6,84.4,47.8,70.2,12.8,,,
413,Easy Trip Planners,Cash from Investing Act. Ann.,-,-,,-92.3,-43.3,82.6,-56.3,-54.9,-68.6,-42.1,4.7,,,
414,Easy Trip Planners,Cash from Financing Act. Ann.,159.9%,-,,15.8,55.7,3.8,0.9,-0.1,-0.3,-1.7,-12.2,,,
415,Easy Trip Planners,Net Cash Flow Ann.,-,-,,35.3,136.6,-33,-46.7,29.4,-21,26.4,5.3,,,
416,MTAR Technologies,Cash from Operating Act. Ann.,-,12.6%,,101.8,55.5,8.9,-29.8,8.6,56.2,30.3,14.4,11.5,33,4.5
417,MTAR Technologies,Cash from Investing Act. Ann.,-,-,,-104,-53.7,-88.5,-145,-22.2,-12.1,-22.9,-1.3,-9.5,-5.1,-1.1
418,MTAR Technologies,Cash from Financing Act. Ann.,-,-,,-35.1,25.3,32.3,54.1,180.1,-41.4,-14.7,-4.5,-1.8,-29.8,-0.9
419,MTAR Technologies,Net Cash Flow Ann.,-,-,,-37.4,27,-47.3,-120.7,166.6,2.8,-7.3,8.7,0.2,-2,2.4
420,Adjia Technologies,Cash from Operating Act. Ann.,-,-,,0,0,0,0.5,-1.3,0,,,,,
421,Adjia Technologies,Cash from Investing Act. Ann.,-,-,,,,,-0.5,-0.7,,,,,,
422,Adjia Technologies,Cash from Financing Act. Ann.,-,-,,,,,,2.1,,,,,,
423,Adjia Technologies,Net Cash Flow Ann.,-,-,,,0,0,-0,0.1,0,,,,,
424,Heranba Industries,Cash from Operating Act. Ann.,11.7%,20.3%,,136.7,135.9,122.5,98.2,60.4,54.2,87.7,52,30.5,16.5,17
425,Heranba Industries,Cash from Investing Act. Ann.,-,-,,-181.5,-263.8,-100.1,-81.7,-40.7,-52,-37.4,-24.7,-6,-19.4,-22.6
426,Heranba Industries,Cash from Financing Act. Ann.,-,-,,71.7,40.7,-18.1,-6.3,61.9,-19.9,-41.1,-25.8,-25,5.2,11.7
427,Heranba Industries,Net Cash Flow Ann.,38.2%,-,,26.9,-87.2,4.4,10.2,81.6,-17.8,9.2,1.5,-0.6,2.2,6.1
